,District,Mandal,Date,temp_min (⁰C),temp_max (⁰C)
32358,Siddipet,Markook,2019-07-09,24.5,33.2
32359,Siddipet,Markook,2019-07-10,24.7,33.2
32360,Siddipet,Markook,2019-07-11,24.5,33.1
32361,Siddipet,Markook,2019-07-12,24.2,32.6
32362,Siddipet,Markook,2019-07-13,24.6,32.9
32363,Siddipet,Markook,2019-07-14,24.9,32.6
32364,Siddipet,Markook,2019-07-15,25.0,34.9
32365,Siddipet,Markook,2019-07-16,26.0,33.7
32366,Siddipet,Markook,2019-07-17,24.9,36.1
32367,Siddipet,Markook,2019-07-18,27.3,35.2
32368,Siddipet,Markook,2019-07-19,24.9,35.2
32369,Siddipet,Markook,2019-07-20,22.8,32.6
32370,Siddipet,Markook,2019-07-21,24.1,30.1
32371,Siddipet,Markook,2019-07-22,24.9,31.7
32372,Siddipet,Markook,2019-07-23,24.9,33.8
32373,Siddipet,Markook,2019-07-24,24.4,33.1
32374,Siddipet,Markook,2019-07-25,24.9,31.2
32375,Siddipet,Markook,2019-07-26,22.7,31.9
32376,Siddipet,Markook,2019-07-27,22.2,26.0
32377,Siddipet,Markook,2019-07-28,22.5,28.1
32378,Siddipet,Markook,2019-07-29,22.9,25.6
32379,Siddipet,Markook,2019-07-30,22.0,25.7
32380,Siddipet,Markook,2019-07-31,22.9,28.2
32381,Siddipet,Markook,2019-08-01,24.4,29.2
32382,Siddipet,Markook,2019-08-02,22.3,30.3
32383,Siddipet,Markook,2019-08-03,22.1,24.0
32384,Siddipet,Markook,2019-08-04,21.8,25.3
32385,Siddipet,Markook,2019-08-05,22.4,28.9
32386,Siddipet,Markook,2019-08-06,22.6,30.1
32387,Siddipet,Markook,2019-08-07,22.4,27.5
32388,Siddipet,Markook,2019-08-08,22.9,27.1
32389,Siddipet,Markook,2019-08-09,21.6,27.6
32390,Siddipet,Markook,2019-08-10,23.4,30.1
32391,Siddipet,Markook,2019-08-11,22.7,30.9
32392,Siddipet,Markook,2019-08-12,22.7,31.3
32393,Siddipet,Markook,2019-08-13,23.9,29.1
32394,Siddipet,Markook,2019-08-14,21.9,29.6
32395,Siddipet,Markook,2019-08-15,22.9,31.9
32396,Siddipet,Markook,2019-08-16,24.9,31.6
32397,Siddipet,Markook,2019-08-17,24.9,32.9
32398,Siddipet,Markook,2019-08-18,25.0,32.9
32399,Siddipet,Markook,2019-08-19,23.5,27.8
32400,Siddipet,Markook,2019-08-20,24.1,32.3
32401,Siddipet,Markook,2019-08-21,23.7,30.6
32402,Siddipet,Markook,2019-08-22,22.6,29.6
32403,Siddipet,Markook,2019-08-23,22.6,30.5
32404,Siddipet,Markook,2019-08-24,22.6,27.3
32405,Siddipet,Markook,2019-08-25,22.6,30.0
32406,Siddipet,Markook,2019-08-26,23.5,31.3
32407,Siddipet,Markook,2019-08-27,22.0,30.1
32408,Siddipet,Markook,2019-08-28,22.9,32.9
32409,Siddipet,Markook,2019-08-29,24.0,31.1
32410,Siddipet,Markook,2019-08-30,24.2,31.9
32411,Siddipet,Markook,2019-08-31,22.9,30.9
32412,Siddipet,Markook,2019-09-01,21.8,29.8
32413,Siddipet,Markook,2019-09-02,20.7,28.5
32414,Siddipet,Markook,2019-09-03,22.3,26.4
32415,Siddipet,Markook,2019-09-04,22.3,26.6
32416,Siddipet,Markook,2019-09-05,22.3,26.5
32417,Siddipet,Markook,2019-09-06,22.7,30.1
32418,Siddipet,Markook,2019-09-07,22.5,27.7
32419,Siddipet,Markook,2019-09-08,22.7,28.8
32420,Siddipet,Markook,2019-09-09,22.8,30.1
32451,Siddipet,Jagadevpur,2019-07-01,22.6,27.5
32452,Siddipet,Jagadevpur,2019-07-02,24.2,27.8
32453,Siddipet,Jagadevpur,2019-07-03,24.1,30.1
32454,Siddipet,Jagadevpur,2019-07-04,24.4,29.8
32455,Siddipet,Jagadevpur,2019-07-05,24.4,32.7
32456,Siddipet,Jagadevpur,2019-07-06,24.4,30.4
32457,Siddipet,Jagadevpur,2019-07-07,24.7,30.0
32458,Siddipet,Jagadevpur,2019-07-08,22.4,34.0
32459,Siddipet,Jagadevpur,2019-07-09,24.3,33.2
32460,Siddipet,Jagadevpur,2019-07-10,24.0,32.4
32461,Siddipet,Jagadevpur,2019-07-11,24.3,34.1
32462,Siddipet,Jagadevpur,2019-07-12,23.8,33.0
32463,Siddipet,Jagadevpur,2019-07-13,24.7,34.0
32464,Siddipet,Jagadevpur,2019-07-14,24.3,33.5
32465,Siddipet,Jagadevpur,2019-07-15,24.4,34.6
32466,Siddipet,Jagadevpur,2019-07-16,25.8,35.0
32467,Siddipet,Jagadevpur,2019-07-17,24.6,36.3
32468,Siddipet,Jagadevpur,2019-07-18,25.1,35.4
32469,Siddipet,Jagadevpur,2019-07-19,24.9,35.3
32470,Siddipet,Jagadevpur,2019-07-20,22.6,33.6
32471,Siddipet,Jagadevpur,2019-07-21,24.1,30.1
32472,Siddipet,Jagadevpur,2019-07-22,24.3,32.7
32473,Siddipet,Jagadevpur,2019-07-23,24.4,33.8
32474,Siddipet,Jagadevpur,2019-07-24,24.3,33.4
32475,Siddipet,Jagadevpur,2019-07-25,24.5,32.5
32476,Siddipet,Jagadevpur,2019-07-26,22.6,33.1
32477,Siddipet,Jagadevpur,2019-07-27,22.1,25.7
32478,Siddipet,Jagadevpur,2019-07-28,22.5,29.0
32479,Siddipet,Jagadevpur,2019-07-29,21.9,25.3
32480,Siddipet,Jagadevpur,2019-07-30,22.0,24.8
32481,Siddipet,Jagadevpur,2019-07-31,22.7,26.6
32482,Siddipet,Jagadevpur,2019-08-01,22.7,29.2
32483,Siddipet,Jagadevpur,2019-08-02,22.2,28.5
32484,Siddipet,Jagadevpur,2019-08-03,22.1,24.2
32485,Siddipet,Jagadevpur,2019-08-04,22.0,26.3
32486,Siddipet,Jagadevpur,2019-08-05,22.5,27.7
32487,Siddipet,Jagadevpur,2019-08-06,22.6,29.9
32488,Siddipet,Jagadevpur,2019-08-07,22.4,27.5
32489,Siddipet,Jagadevpur,2019-08-08,22.9,27.1
32490,Siddipet,Jagadevpur,2019-08-09,22.2,27.8
32491,Siddipet,Jagadevpur,2019-08-10,23.4,29.9
32492,Siddipet,Jagadevpur,2019-08-11,22.9,31.0
32493,Siddipet,Jagadevpur,2019-08-12,22.5,32.6
32494,Siddipet,Jagadevpur,2019-08-13,23.8,30.9
32495,Siddipet,Jagadevpur,2019-08-14,22.1,29.7
32496,Siddipet,Jagadevpur,2019-08-15,22.6,31.0
32497,Siddipet,Jagadevpur,2019-08-16,23.5,32.3
32498,Siddipet,Jagadevpur,2019-08-17,23.4,33.3
32499,Siddipet,Jagadevpur,2019-08-18,24.8,32.9
32500,Siddipet,Jagadevpur,2019-08-19,24.0,27.6
32501,Siddipet,Jagadevpur,2019-08-20,24.2,33.2
32502,Siddipet,Jagadevpur,2019-08-21,23.8,32.5
32503,Siddipet,Jagadevpur,2019-08-22,22.3,31.9
32504,Siddipet,Jagadevpur,2019-08-23,22.6,31.5
32505,Siddipet,Jagadevpur,2019-08-24,22.7,29.9
32506,Siddipet,Jagadevpur,2019-08-25,22.8,32.3
32507,Siddipet,Jagadevpur,2019-08-26,23.1,31.3
32508,Siddipet,Jagadevpur,2019-08-27,22.4,31.8
32509,Siddipet,Jagadevpur,2019-08-28,24.0,32.6
32510,Siddipet,Jagadevpur,2019-08-29,24.5,32.5
32511,Siddipet,Jagadevpur,2019-08-30,24.4,33.9
32512,Siddipet,Jagadevpur,2019-08-31,22.8,32.6
32513,Siddipet,Jagadevpur,2019-09-01,21.8,31.3
32514,Siddipet,Jagadevpur,2019-09-02,20.7,28.3
32515,Siddipet,Jagadevpur,2019-09-03,22.4,27.6
32516,Siddipet,Jagadevpur,2019-09-04,22.2,27.6
32517,Siddipet,Jagadevpur,2019-09-05,22.4,26.7
32518,Siddipet,Jagadevpur,2019-09-06,22.8,29.7
32519,Siddipet,Jagadevpur,2019-09-07,22.4,27.9
32520,Siddipet,Jagadevpur,2019-09-08,22.9,28.8
32521,Siddipet,Jagadevpur,2019-09-09,23.0,29.9
32552,Siddipet,Gajwel,2019-07-01,23.0,27.2
32553,Siddipet,Gajwel,2019-07-02,23.9,27.7
32554,Siddipet,Gajwel,2019-07-03,23.8,30.4
32555,Siddipet,Gajwel,2019-07-04,24.2,29.5
32556,Siddipet,Gajwel,2019-07-05,24.1,33.3
32557,Siddipet,Gajwel,2019-07-06,22.9,32.1
32558,Siddipet,Gajwel,2019-07-07,24.5,30.4
32559,Siddipet,Gajwel,2019-07-08,22.3,32.8
32560,Siddipet,Gajwel,2019-07-09,24.0,32.9
32561,Siddipet,Gajwel,2019-07-10,24.2,33.1
32562,Siddipet,Gajwel,2019-07-11,24.2,33.3
32563,Siddipet,Gajwel,2019-07-12,23.9,31.9
32564,Siddipet,Gajwel,2019-07-13,24.4,33.4
32565,Siddipet,Gajwel,2019-07-14,24.1,32.5
32566,Siddipet,Gajwel,2019-07-15,24.7,33.3
32567,Siddipet,Gajwel,2019-07-16,24.7,33.4
32568,Siddipet,Gajwel,2019-07-17,24.6,34.5
32569,Siddipet,Gajwel,2019-07-18,25.7,35.1
32570,Siddipet,Gajwel,2019-07-19,24.5,35.6
32571,Siddipet,Gajwel,2019-07-20,23.3,32.3
32572,Siddipet,Gajwel,2019-07-21,24.1,30.4
32573,Siddipet,Gajwel,2019-07-22,24.6,33.0
32574,Siddipet,Gajwel,2019-07-23,24.6,34.0
32575,Siddipet,Gajwel,2019-07-24,23.8,33.2
32576,Siddipet,Gajwel,2019-07-25,24.5,32.5
32577,Siddipet,Gajwel,2019-07-26,22.6,32.2
32578,Siddipet,Gajwel,2019-07-27,21.8,26.4
32579,Siddipet,Gajwel,2019-07-28,23.6,28.1
32580,Siddipet,Gajwel,2019-07-29,23.5,26.4
32581,Siddipet,Gajwel,2019-07-30,22.7,25.4
32582,Siddipet,Gajwel,2019-07-31,23.8,27.5
32583,Siddipet,Gajwel,2019-08-01,23.9,30.3
32584,Siddipet,Gajwel,2019-08-02,22.3,30.3
32585,Siddipet,Gajwel,2019-08-03,21.9,23.9
32586,Siddipet,Gajwel,2019-08-04,22.1,26.3
32587,Siddipet,Gajwel,2019-08-05,22.9,28.9
32588,Siddipet,Gajwel,2019-08-06,22.7,30.0
32589,Siddipet,Gajwel,2019-08-07,22.4,27.7
32590,Siddipet,Gajwel,2019-08-08,22.8,27.3
32591,Siddipet,Gajwel,2019-08-09,21.8,27.6
32592,Siddipet,Gajwel,2019-08-10,23.8,29.9
32593,Siddipet,Gajwel,2019-08-11,22.8,30.9
32594,Siddipet,Gajwel,2019-08-12,22.6,31.6
32595,Siddipet,Gajwel,2019-08-13,23.8,29.6
32596,Siddipet,Gajwel,2019-08-14,23.1,29.0
32597,Siddipet,Gajwel,2019-08-15,23.5,31.6
32598,Siddipet,Gajwel,2019-08-16,24.2,31.7
32599,Siddipet,Gajwel,2019-08-17,24.1,32.7
32600,Siddipet,Gajwel,2019-08-18,24.9,32.6
32601,Siddipet,Gajwel,2019-08-19,24.0,27.7
32602,Siddipet,Gajwel,2019-08-20,24.4,32.4
32603,Siddipet,Gajwel,2019-08-21,24.1,31.6
32604,Siddipet,Gajwel,2019-08-22,22.9,30.2
32605,Siddipet,Gajwel,2019-08-23,22.9,30.9
32606,Siddipet,Gajwel,2019-08-24,22.6,29.2
32607,Siddipet,Gajwel,2019-08-25,22.9,32.6
32608,Siddipet,Gajwel,2019-08-26,24.0,31.3
32609,Siddipet,Gajwel,2019-08-27,22.2,31.8
32610,Siddipet,Gajwel,2019-08-28,23.1,32.4
32611,Siddipet,Gajwel,2019-08-29,23.7,33.2
32612,Siddipet,Gajwel,2019-08-30,24.4,35.1
32613,Siddipet,Gajwel,2019-08-31,23.1,32.9
32614,Siddipet,Gajwel,2019-09-01,22.3,30.6
32615,Siddipet,Gajwel,2019-09-02,21.5,29.2
32616,Siddipet,Gajwel,2019-09-03,22.6,27.8
32617,Siddipet,Gajwel,2019-09-04,22.3,28.1
32618,Siddipet,Gajwel,2019-09-05,22.6,27.5
32619,Siddipet,Gajwel,2019-09-06,22.9,30.3
32620,Siddipet,Gajwel,2019-09-07,22.4,27.8
32621,Siddipet,Gajwel,2019-09-08,22.9,28.6
32622,Siddipet,Gajwel,2019-09-09,23.0,29.8
32653,Siddipet,Kondapak,2019-07-01,22.9,26.9
32654,Siddipet,Kondapak,2019-07-02,23.8,28.3
32655,Siddipet,Kondapak,2019-07-03,23.3,30.0
32656,Siddipet,Kondapak,2019-07-04,24.0,29.5
32657,Siddipet,Kondapak,2019-07-05,23.6,32.8
32658,Siddipet,Kondapak,2019-07-06,23.4,30.4
32659,Siddipet,Kondapak,2019-07-07,24.7,29.8
32660,Siddipet,Kondapak,2019-07-08,22.7,33.2
32661,Siddipet,Kondapak,2019-07-09,24.0,32.7
32662,Siddipet,Kondapak,2019-07-10,24.2,32.3
32663,Siddipet,Kondapak,2019-07-11,24.2,32.8
32664,Siddipet,Kondapak,2019-07-12,23.6,33.0
32665,Siddipet,Kondapak,2019-07-13,23.9,32.5
32666,Siddipet,Kondapak,2019-07-14,22.5,33.1
32667,Siddipet,Kondapak,2019-07-15,23.9,33.5
32668,Siddipet,Kondapak,2019-07-16,24.5,33.4
32669,Siddipet,Kondapak,2019-07-17,24.3,34.4
32670,Siddipet,Kondapak,2019-07-18,25.0,35.3
32671,Siddipet,Kondapak,2019-07-19,24.6,35.9
32672,Siddipet,Kondapak,2019-07-20,23.1,33.8
32673,Siddipet,Kondapak,2019-07-21,24.3,31.3
32674,Siddipet,Kondapak,2019-07-22,24.6,32.5
32675,Siddipet,Kondapak,2019-07-23,23.8,33.9
32676,Siddipet,Kondapak,2019-07-24,24.5,33.0
32677,Siddipet,Kondapak,2019-07-25,24.6,32.6
32678,Siddipet,Kondapak,2019-07-26,23.0,32.0
32679,Siddipet,Kondapak,2019-07-27,22.7,26.0
32680,Siddipet,Kondapak,2019-07-28,23.0,27.9
32681,Siddipet,Kondapak,2019-07-29,22.6,25.8
32682,Siddipet,Kondapak,2019-07-30,22.4,25.2
32683,Siddipet,Kondapak,2019-07-31,23.2,26.7
32684,Siddipet,Kondapak,2019-08-01,22.7,30.1
32685,Siddipet,Kondapak,2019-08-02,22.5,29.6
32686,Siddipet,Kondapak,2019-08-03,22.4,23.4
32687,Siddipet,Kondapak,2019-08-04,22.3,25.7
32688,Siddipet,Kondapak,2019-08-05,23.1,29.0
32689,Siddipet,Kondapak,2019-08-06,22.7,29.4
32690,Siddipet,Kondapak,2019-08-07,22.6,27.9
32691,Siddipet,Kondapak,2019-08-08,23.2,26.1
32692,Siddipet,Kondapak,2019-08-09,23.3,27.8
32693,Siddipet,Kondapak,2019-08-10,23.4,29.8
32694,Siddipet,Kondapak,2019-08-11,23.3,31.1
32695,Siddipet,Kondapak,2019-08-12,22.9,31.2
32696,Siddipet,Kondapak,2019-08-13,24.3,30.0
32697,Siddipet,Kondapak,2019-08-14,23.2,28.3
32698,Siddipet,Kondapak,2019-08-15,22.3,30.8
32699,Siddipet,Kondapak,2019-08-16,23.8,31.2
32700,Siddipet,Kondapak,2019-08-17,23.7,31.7
32701,Siddipet,Kondapak,2019-08-18,25.0,31.8
32702,Siddipet,Kondapak,2019-08-19,24.0,27.6
32703,Siddipet,Kondapak,2019-08-20,24.3,31.9
32704,Siddipet,Kondapak,2019-08-21,23.8,31.4
32705,Siddipet,Kondapak,2019-08-22,22.9,31.3
32706,Siddipet,Kondapak,2019-08-23,22.2,30.5
32707,Siddipet,Kondapak,2019-08-24,22.9,27.9
32708,Siddipet,Kondapak,2019-08-25,22.9,30.9
32709,Siddipet,Kondapak,2019-08-26,23.2,30.4
32710,Siddipet,Kondapak,2019-08-27,22.5,30.7
32711,Siddipet,Kondapak,2019-08-28,23.3,31.3
32712,Siddipet,Kondapak,2019-08-29,23.7,31.7
32713,Siddipet,Kondapak,2019-08-30,24.1,33.6
32714,Siddipet,Kondapak,2019-08-31,22.9,32.2
32715,Siddipet,Kondapak,2019-09-01,22.2,30.2
32716,Siddipet,Kondapak,2019-09-02,20.9,28.7
32717,Siddipet,Kondapak,2019-09-03,22.7,27.0
32718,Siddipet,Kondapak,2019-09-04,22.5,26.7
32719,Siddipet,Kondapak,2019-09-05,23.1,28.0
32720,Siddipet,Kondapak,2019-09-06,23.3,30.2
32721,Siddipet,Kondapak,2019-09-07,22.9,26.2
32722,Siddipet,Kondapak,2019-09-08,23.4,28.3
32723,Siddipet,Kondapak,2019-09-09,23.5,29.7
32754,Siddipet,Komuravelli,2019-07-01,23.3,26.7
32755,Siddipet,Komuravelli,2019-07-02,24.2,27.7
32756,Siddipet,Komuravelli,2019-07-03,23.8,29.9
32757,Siddipet,Komuravelli,2019-07-04,24.3,28.7
32758,Siddipet,Komuravelli,2019-07-05,24.5,31.9
32759,Siddipet,Komuravelli,2019-07-06,24.4,29.7
32760,Siddipet,Komuravelli,2019-07-07,25.1,29.7
32761,Siddipet,Komuravelli,2019-07-08,22.6,32.9
32762,Siddipet,Komuravelli,2019-07-09,24.2,31.7
32763,Siddipet,Komuravelli,2019-07-10,24.5,32.2
32764,Siddipet,Komuravelli,2019-07-11,24.5,32.5
32765,Siddipet,Komuravelli,2019-07-12,23.9,32.3
32766,Siddipet,Komuravelli,2019-07-13,25.2,32.0
32767,Siddipet,Komuravelli,2019-07-14,23.0,32.8
32768,Siddipet,Komuravelli,2019-07-15,24.2,33.0
32769,Siddipet,Komuravelli,2019-07-16,25.0,33.3
32770,Siddipet,Komuravelli,2019-07-17,25.0,33.5
32771,Siddipet,Komuravelli,2019-07-18,25.5,34.7
32772,Siddipet,Komuravelli,2019-07-19,23.9,35.1
32773,Siddipet,Komuravelli,2019-07-20,23.1,32.2
32774,Siddipet,Komuravelli,2019-07-21,24.3,30.7
32775,Siddipet,Komuravelli,2019-07-22,24.6,33.1
32776,Siddipet,Komuravelli,2019-07-23,24.5,34.3
32777,Siddipet,Komuravelli,2019-07-24,24.7,33.4
32778,Siddipet,Komuravelli,2019-07-25,25.0,31.9
32779,Siddipet,Komuravelli,2019-07-26,23.0,31.0
32780,Siddipet,Komuravelli,2019-07-27,22.3,25.9
32781,Siddipet,Komuravelli,2019-07-28,22.9,27.6
32782,Siddipet,Komuravelli,2019-07-29,22.5,25.5
32783,Siddipet,Komuravelli,2019-07-30,22.6,25.2
32784,Siddipet,Komuravelli,2019-07-31,23.1,26.6
32785,Siddipet,Komuravelli,2019-08-01,22.0,30.0
32786,Siddipet,Komuravelli,2019-08-02,22.7,28.6
32787,Siddipet,Komuravelli,2019-08-03,22.6,23.5
32788,Siddipet,Komuravelli,2019-08-04,22.6,25.6
32789,Siddipet,Komuravelli,2019-08-05,23.3,28.6
32790,Siddipet,Komuravelli,2019-08-06,23.0,29.1
32791,Siddipet,Komuravelli,2019-08-07,22.8,27.7
32792,Siddipet,Komuravelli,2019-08-08,23.4,26.2
32793,Siddipet,Komuravelli,2019-08-09,23.3,27.7
32794,Siddipet,Komuravelli,2019-08-10,23.7,29.8
32795,Siddipet,Komuravelli,2019-08-11,23.5,30.6
32796,Siddipet,Komuravelli,2019-08-12,23.2,31.0
32797,Siddipet,Komuravelli,2019-08-13,24.6,29.1
32798,Siddipet,Komuravelli,2019-08-14,23.3,28.2
32799,Siddipet,Komuravelli,2019-08-15,22.9,30.1
32800,Siddipet,Komuravelli,2019-08-16,24.2,31.1
32801,Siddipet,Komuravelli,2019-08-17,24.3,31.8
32802,Siddipet,Komuravelli,2019-08-18,25.5,31.8
32803,Siddipet,Komuravelli,2019-08-19,24.3,27.6
32804,Siddipet,Komuravelli,2019-08-20,24.7,31.5
32805,Siddipet,Komuravelli,2019-08-21,24.3,30.8
32806,Siddipet,Komuravelli,2019-08-22,23.3,30.8
32807,Siddipet,Komuravelli,2019-08-23,21.9,30.1
32808,Siddipet,Komuravelli,2019-08-24,23.3,27.5
32809,Siddipet,Komuravelli,2019-08-25,23.3,30.6
32810,Siddipet,Komuravelli,2019-08-26,23.5,30.9
32811,Siddipet,Komuravelli,2019-08-27,22.8,31.2
32812,Siddipet,Komuravelli,2019-08-28,23.8,32.2
32813,Siddipet,Komuravelli,2019-08-29,24.5,32.7
32814,Siddipet,Komuravelli,2019-08-30,24.7,34.4
32815,Siddipet,Komuravelli,2019-08-31,23.3,32.0
32816,Siddipet,Komuravelli,2019-09-01,22.4,30.0
32817,Siddipet,Komuravelli,2019-09-02,20.7,29.0
32818,Siddipet,Komuravelli,2019-09-03,22.6,27.0
32819,Siddipet,Komuravelli,2019-09-04,23.0,27.4
32820,Siddipet,Komuravelli,2019-09-05,23.2,27.6
32821,Siddipet,Komuravelli,2019-09-06,23.3,29.9
32822,Siddipet,Komuravelli,2019-09-07,23.0,26.0
32823,Siddipet,Komuravelli,2019-09-08,23.3,27.7
32824,Siddipet,Komuravelli,2019-09-09,23.6,29.5
32855,Siddipet,Cheriyal,2019-07-01,23.9,29.3
32856,Siddipet,Cheriyal,2019-07-02,24.6,30.4
32857,Siddipet,Cheriyal,2019-07-03,25.2,32.4
32858,Siddipet,Cheriyal,2019-07-04,25.5,30.9
32859,Siddipet,Cheriyal,2019-07-05,26.0,35.1
32860,Siddipet,Cheriyal,2019-07-06,24.2,31.7
32861,Siddipet,Cheriyal,2019-07-07,26.6,31.4
32862,Siddipet,Cheriyal,2019-07-08,24.0,35.5
32863,Siddipet,Cheriyal,2019-07-09,25.4,35.2
32864,Siddipet,Cheriyal,2019-07-10,25.8,34.4
32865,Siddipet,Cheriyal,2019-07-11,26.0,35.7
32866,Siddipet,Cheriyal,2019-07-12,25.5,35.4
32867,Siddipet,Cheriyal,2019-07-13,26.7,35.9
32868,Siddipet,Cheriyal,2019-07-14,23.7,36.0
32869,Siddipet,Cheriyal,2019-07-15,25.6,36.4
32870,Siddipet,Cheriyal,2019-07-16,26.3,36.0
32871,Siddipet,Cheriyal,2019-07-17,26.1,36.8
32872,Siddipet,Cheriyal,2019-07-18,26.7,37.3
32873,Siddipet,Cheriyal,2019-07-19,25.9,37.5
32874,Siddipet,Cheriyal,2019-07-20,24.6,36.4
32875,Siddipet,Cheriyal,2019-07-21,25.4,34.2
32876,Siddipet,Cheriyal,2019-07-22,25.9,34.8
32877,Siddipet,Cheriyal,2019-07-23,25.4,35.4
32878,Siddipet,Cheriyal,2019-07-24,26.1,36.4
32879,Siddipet,Cheriyal,2019-07-25,26.3,35.4
32880,Siddipet,Cheriyal,2019-07-26,24.1,34.2
32881,Siddipet,Cheriyal,2019-07-27,23.5,26.7
32882,Siddipet,Cheriyal,2019-07-28,23.7,30.4
32883,Siddipet,Cheriyal,2019-07-29,23.6,28.0
32884,Siddipet,Cheriyal,2019-07-30,23.4,26.2
32885,Siddipet,Cheriyal,2019-07-31,24.2,28.7
32886,Siddipet,Cheriyal,2019-08-01,23.5,33.4
32887,Siddipet,Cheriyal,2019-08-02,23.7,30.9
32888,Siddipet,Cheriyal,2019-08-03,22.7,24.4
32889,Siddipet,Cheriyal,2019-08-04,22.8,28.0
32890,Siddipet,Cheriyal,2019-08-05,23.7,30.6
32891,Siddipet,Cheriyal,2019-08-06,24.0,32.1
32892,Siddipet,Cheriyal,2019-08-07,23.7,30.1
32893,Siddipet,Cheriyal,2019-08-08,25.0,27.5
32894,Siddipet,Cheriyal,2019-08-09,24.4,30.1
32895,Siddipet,Cheriyal,2019-08-10,25.3,32.1
32896,Siddipet,Cheriyal,2019-08-11,25.2,33.7
32897,Siddipet,Cheriyal,2019-08-12,24.3,33.3
32898,Siddipet,Cheriyal,2019-08-13,25.5,32.3
32899,Siddipet,Cheriyal,2019-08-14,24.2,30.7
32900,Siddipet,Cheriyal,2019-08-15,24.7,32.6
32901,Siddipet,Cheriyal,2019-08-16,25.4,34.1
32902,Siddipet,Cheriyal,2019-08-17,24.9,34.8
32903,Siddipet,Cheriyal,2019-08-18,25.8,34.4
32904,Siddipet,Cheriyal,2019-08-19,25.3,28.9
32905,Siddipet,Cheriyal,2019-08-20,25.6,34.9
32906,Siddipet,Cheriyal,2019-08-21,25.4,33.9
32907,Siddipet,Cheriyal,2019-08-22,24.3,34.3
32908,Siddipet,Cheriyal,2019-08-23,23.2,32.3
32909,Siddipet,Cheriyal,2019-08-24,25.1,30.5
32910,Siddipet,Cheriyal,2019-08-25,24.7,32.9
32911,Siddipet,Cheriyal,2019-08-26,25.3,33.3
32912,Siddipet,Cheriyal,2019-08-27,23.3,34.4
32913,Siddipet,Cheriyal,2019-08-28,24.1,34.0
32914,Siddipet,Cheriyal,2019-08-29,24.4,35.5
32915,Siddipet,Cheriyal,2019-08-30,25.6,36.0
32916,Siddipet,Cheriyal,2019-08-31,24.0,35.5
32917,Siddipet,Cheriyal,2019-09-01,23.3,33.4
32918,Siddipet,Cheriyal,2019-09-02,22.7,32.6
32919,Siddipet,Cheriyal,2019-09-03,24.3,30.1
32920,Siddipet,Cheriyal,2019-09-04,24.3,28.9
32921,Siddipet,Cheriyal,2019-09-05,23.9,32.2
32922,Siddipet,Cheriyal,2019-09-06,25.2,32.8
32923,Siddipet,Cheriyal,2019-09-07,24.2,27.8
32924,Siddipet,Cheriyal,2019-09-08,25.2,30.9
32925,Siddipet,Cheriyal,2019-09-09,25.2,32.9
32956,Siddipet,Maddur,2019-07-01,23.7,28.8
32957,Siddipet,Maddur,2019-07-02,24.8,29.2
32958,Siddipet,Maddur,2019-07-03,24.1,31.0
32959,Siddipet,Maddur,2019-07-04,25.1,30.9
32960,Siddipet,Maddur,2019-07-05,25.2,35.3
32961,Siddipet,Maddur,2019-07-06,24.0,31.3
32962,Siddipet,Maddur,2019-07-07,25.8,31.2
32963,Siddipet,Maddur,2019-07-08,23.2,34.2
32964,Siddipet,Maddur,2019-07-09,24.2,34.2
32965,Siddipet,Maddur,2019-07-10,25.2,33.6
32966,Siddipet,Maddur,2019-07-11,25.2,34.5
32967,Siddipet,Maddur,2019-07-12,24.8,34.5
32968,Siddipet,Maddur,2019-07-13,26.1,34.5
32969,Siddipet,Maddur,2019-07-14,22.4,34.9
32970,Siddipet,Maddur,2019-07-15,25.1,34.9
32971,Siddipet,Maddur,2019-07-16,25.9,35.1
32972,Siddipet,Maddur,2019-07-17,25.5,35.6
32973,Siddipet,Maddur,2019-07-18,26.4,36.8
32974,Siddipet,Maddur,2019-07-19,24.5,37.4
32975,Siddipet,Maddur,2019-07-20,23.6,34.4
32976,Siddipet,Maddur,2019-07-21,25.0,31.7
32977,Siddipet,Maddur,2019-07-22,25.1,34.9
32978,Siddipet,Maddur,2019-07-23,24.9,35.6
32979,Siddipet,Maddur,2019-07-24,25.7,35.2
32980,Siddipet,Maddur,2019-07-25,26.0,34.6
32981,Siddipet,Maddur,2019-07-26,23.5,33.8
32982,Siddipet,Maddur,2019-07-27,21.2,26.4
32983,Siddipet,Maddur,2019-07-28,23.2,29.3
32984,Siddipet,Maddur,2019-07-29,23.0,27.2
32985,Siddipet,Maddur,2019-07-30,22.9,25.9
32986,Siddipet,Maddur,2019-07-31,22.4,28.4
32987,Siddipet,Maddur,2019-08-01,23.7,32.9
32988,Siddipet,Maddur,2019-08-02,22.8,31.6
32989,Siddipet,Maddur,2019-08-03,23.0,23.9
32990,Siddipet,Maddur,2019-08-04,22.4,27.0
32991,Siddipet,Maddur,2019-08-05,23.7,30.6
32992,Siddipet,Maddur,2019-08-06,23.2,32.0
32993,Siddipet,Maddur,2019-08-07,23.1,28.8
32994,Siddipet,Maddur,2019-08-08,23.7,26.4
32995,Siddipet,Maddur,2019-08-09,23.3,29.2
32996,Siddipet,Maddur,2019-08-10,22.4,30.8
32997,Siddipet,Maddur,2019-08-11,24.3,33.2
32998,Siddipet,Maddur,2019-08-12,23.7,32.7
