,District,Mandal,Date,temp_min (⁰C),temp_max (⁰C)
30,Adilabad,Bheempoor,2019-07-01,23.9,30.1
31,Adilabad,Bheempoor,2019-07-02,23.5,30.9
32,Adilabad,Bheempoor,2019-07-03,25.0,32.4
33,Adilabad,Bheempoor,2019-07-04,25.2,31.5
34,Adilabad,Bheempoor,2019-07-05,26.2,33.8
35,Adilabad,Bheempoor,2019-07-06,25.2,33.6
36,Adilabad,Bheempoor,2019-07-07,25.5,32.9
37,Adilabad,Bheempoor,2019-07-08,25.7,32.7
38,Adilabad,Bheempoor,2019-07-09,25.2,33.8
39,Adilabad,Bheempoor,2019-07-10,24.0,32.2
40,Adilabad,Bheempoor,2019-07-11,26.9,35.2
41,Adilabad,Bheempoor,2019-07-12,24.9,32.4
42,Adilabad,Bheempoor,2019-07-13,27.1,35.1
43,Adilabad,Bheempoor,2019-07-14,26.2,36.7
44,Adilabad,Bheempoor,2019-07-15,26.9,36.5
45,Adilabad,Bheempoor,2019-07-16,25.6,36.5
46,Adilabad,Bheempoor,2019-07-17,26.4,37.0
47,Adilabad,Bheempoor,2019-07-18,27.6,37.9
48,Adilabad,Bheempoor,2019-07-19,25.6,38.2
49,Adilabad,Bheempoor,2019-07-20,27.1,36.8
50,Adilabad,Bheempoor,2019-07-21,25.0,34.4
51,Adilabad,Bheempoor,2019-07-22,27.1,36.4
52,Adilabad,Bheempoor,2019-07-23,27.7,36.4
53,Adilabad,Bheempoor,2019-07-24,28.0,37.1
54,Adilabad,Bheempoor,2019-07-25,28.2,37.2
55,Adilabad,Bheempoor,2019-07-26,24.9,34.5
56,Adilabad,Bheempoor,2019-07-27,24.3,27.3
57,Adilabad,Bheempoor,2019-07-28,23.8,28.1
58,Adilabad,Bheempoor,2019-07-29,24.2,28.4
59,Adilabad,Bheempoor,2019-07-30,23.1,25.0
60,Adilabad,Bheempoor,2019-07-31,23.3,25.0
61,Adilabad,Bheempoor,2019-08-01,24.5,29.5
62,Adilabad,Bheempoor,2019-08-02,24.9,28.5
63,Adilabad,Bheempoor,2019-08-03,24.5,28.4
64,Adilabad,Bheempoor,2019-08-04,24.4,26.7
65,Adilabad,Bheempoor,2019-08-05,26.2,31.3
66,Adilabad,Bheempoor,2019-08-06,24.9,33.0
67,Adilabad,Bheempoor,2019-08-07,25.1,30.6
68,Adilabad,Bheempoor,2019-08-08,24.7,28.0
69,Adilabad,Bheempoor,2019-08-09,24.5,26.3
70,Adilabad,Bheempoor,2019-08-10,26.5,31.9
71,Adilabad,Bheempoor,2019-08-11,24.7,33.1
72,Adilabad,Bheempoor,2019-08-12,25.0,34.0
73,Adilabad,Bheempoor,2019-08-13,26.0,32.9
74,Adilabad,Bheempoor,2019-08-14,24.5,28.8
75,Adilabad,Bheempoor,2019-08-15,25.6,32.1
76,Adilabad,Bheempoor,2019-08-16,25.9,33.7
77,Adilabad,Bheempoor,2019-08-17,24.2,33.7
78,Adilabad,Bheempoor,2019-08-18,25.6,34.1
79,Adilabad,Bheempoor,2019-08-19,24.9,32.9
80,Adilabad,Bheempoor,2019-08-20,25.4,33.2
81,Adilabad,Bheempoor,2019-08-21,25.6,33.2
82,Adilabad,Bheempoor,2019-08-22,25.5,32.6
83,Adilabad,Bheempoor,2019-08-23,24.4,31.3
84,Adilabad,Bheempoor,2019-08-24,24.8,29.2
85,Adilabad,Bheempoor,2019-08-25,25.2,31.6
86,Adilabad,Bheempoor,2019-08-26,24.6,27.9
87,Adilabad,Bheempoor,2019-08-27,22.4,29.3
88,Adilabad,Bheempoor,2019-08-28,23.9,29.5
89,Adilabad,Bheempoor,2019-08-29,24.1,33.9
90,Adilabad,Bheempoor,2019-08-30,25.9,33.3
91,Adilabad,Bheempoor,2019-08-31,25.2,33.6
92,Adilabad,Bheempoor,2019-09-01,24.3,33.0
93,Adilabad,Bheempoor,2019-09-02,24.7,31.8
94,Adilabad,Bheempoor,2019-09-03,25.4,29.6
95,Adilabad,Bheempoor,2019-09-04,24.6,29.8
96,Adilabad,Bheempoor,2019-09-05,24.3,26.5
97,Adilabad,Bheempoor,2019-09-06,25.0,32.4
98,Adilabad,Bheempoor,2019-09-07,24.6,27.9
99,Adilabad,Bheempoor,2019-09-08,25.5,30.1
100,Adilabad,Bheempoor,2019-09-09,24.6,30.5
131,Adilabad,Jainad,2019-07-01,23.6,29.6
132,Adilabad,Jainad,2019-07-02,23.3,30.5
133,Adilabad,Jainad,2019-07-03,24.5,32.3
134,Adilabad,Jainad,2019-07-04,24.9,31.9
135,Adilabad,Jainad,2019-07-05,26.0,34.0
136,Adilabad,Jainad,2019-07-06,24.0,31.7
137,Adilabad,Jainad,2019-07-07,25.4,33.4
138,Adilabad,Jainad,2019-07-08,25.6,32.3
139,Adilabad,Jainad,2019-07-09,23.6,33.3
140,Adilabad,Jainad,2019-07-10,23.4,32.7
141,Adilabad,Jainad,2019-07-11,25.1,35.3
142,Adilabad,Jainad,2019-07-12,25.4,31.1
143,Adilabad,Jainad,2019-07-13,25.8,33.9
144,Adilabad,Jainad,2019-07-14,27.3,36.4
145,Adilabad,Jainad,2019-07-15,25.8,37.0
146,Adilabad,Jainad,2019-07-16,25.9,36.0
147,Adilabad,Jainad,2019-07-17,25.5,37.4
148,Adilabad,Jainad,2019-07-18,25.8,38.0
149,Adilabad,Jainad,2019-07-19,25.2,38.3
150,Adilabad,Jainad,2019-07-20,26.9,36.5
151,Adilabad,Jainad,2019-07-21,25.2,34.5
152,Adilabad,Jainad,2019-07-22,27.2,36.5
153,Adilabad,Jainad,2019-07-23,27.8,36.4
154,Adilabad,Jainad,2019-07-24,28.0,37.0
155,Adilabad,Jainad,2019-07-25,28.3,37.1
156,Adilabad,Jainad,2019-07-26,24.8,33.8
157,Adilabad,Jainad,2019-07-27,23.8,27.1
158,Adilabad,Jainad,2019-07-28,23.8,28.1
159,Adilabad,Jainad,2019-07-29,23.8,28.1
160,Adilabad,Jainad,2019-07-30,23.1,25.0
161,Adilabad,Jainad,2019-07-31,23.3,24.8
162,Adilabad,Jainad,2019-08-01,24.0,29.7
163,Adilabad,Jainad,2019-08-02,24.5,28.6
164,Adilabad,Jainad,2019-08-03,24.1,27.2
165,Adilabad,Jainad,2019-08-04,24.1,26.4
166,Adilabad,Jainad,2019-08-05,25.6,33.2
167,Adilabad,Jainad,2019-08-06,25.5,32.2
168,Adilabad,Jainad,2019-08-07,24.6,28.6
169,Adilabad,Jainad,2019-08-08,24.0,27.6
170,Adilabad,Jainad,2019-08-09,24.0,26.5
171,Adilabad,Jainad,2019-08-10,25.4,31.0
172,Adilabad,Jainad,2019-08-11,24.6,33.7
173,Adilabad,Jainad,2019-08-12,24.8,33.6
174,Adilabad,Jainad,2019-08-13,25.0,32.2
175,Adilabad,Jainad,2019-08-14,23.5,28.6
176,Adilabad,Jainad,2019-08-15,25.0,31.9
177,Adilabad,Jainad,2019-08-16,25.9,33.7
178,Adilabad,Jainad,2019-08-17,24.6,34.3
179,Adilabad,Jainad,2019-08-18,25.3,33.8
180,Adilabad,Jainad,2019-08-19,24.7,33.4
181,Adilabad,Jainad,2019-08-20,25.5,34.4
182,Adilabad,Jainad,2019-08-21,25.3,32.2
183,Adilabad,Jainad,2019-08-22,25.1,31.9
184,Adilabad,Jainad,2019-08-23,24.5,31.5
185,Adilabad,Jainad,2019-08-24,24.9,27.9
186,Adilabad,Jainad,2019-08-25,24.7,31.8
187,Adilabad,Jainad,2019-08-26,24.7,28.9
188,Adilabad,Jainad,2019-08-27,23.3,29.4
189,Adilabad,Jainad,2019-08-28,23.8,30.5
190,Adilabad,Jainad,2019-08-29,24.5,34.2
191,Adilabad,Jainad,2019-08-30,25.2,34.0
192,Adilabad,Jainad,2019-08-31,25.0,34.8
193,Adilabad,Jainad,2019-09-01,24.4,33.1
194,Adilabad,Jainad,2019-09-02,24.1,31.9
195,Adilabad,Jainad,2019-09-03,24.8,29.1
196,Adilabad,Jainad,2019-09-04,24.3,29.7
197,Adilabad,Jainad,2019-09-05,24.3,26.1
198,Adilabad,Jainad,2019-09-06,24.2,31.6
199,Adilabad,Jainad,2019-09-07,24.1,27.5
200,Adilabad,Jainad,2019-09-08,25.4,29.7
201,Adilabad,Jainad,2019-09-09,24.5,30.4
232,Adilabad,Bela,2019-07-01,24.0,29.2
233,Adilabad,Bela,2019-07-02,23.9,29.4
234,Adilabad,Bela,2019-07-03,24.8,30.1
235,Adilabad,Bela,2019-07-04,25.1,31.2
236,Adilabad,Bela,2019-07-05,26.2,33.1
237,Adilabad,Bela,2019-07-06,25.0,31.0
238,Adilabad,Bela,2019-07-07,26.1,31.9
239,Adilabad,Bela,2019-07-08,25.7,33.1
240,Adilabad,Bela,2019-07-09,24.8,33.4
241,Adilabad,Bela,2019-07-10,24.7,33.0
242,Adilabad,Bela,2019-07-11,25.0,34.6
243,Adilabad,Bela,2019-07-12,25.0,31.7
244,Adilabad,Bela,2019-07-13,26.1,33.5
245,Adilabad,Bela,2019-07-14,26.3,34.6
246,Adilabad,Bela,2019-07-15,26.0,35.4
247,Adilabad,Bela,2019-07-16,26.3,34.3
248,Adilabad,Bela,2019-07-17,26.2,35.5
249,Adilabad,Bela,2019-07-18,27.2,36.2
250,Adilabad,Bela,2019-07-19,25.6,36.5
251,Adilabad,Bela,2019-07-20,24.9,35.6
252,Adilabad,Bela,2019-07-21,24.6,32.5
253,Adilabad,Bela,2019-07-22,25.7,35.4
254,Adilabad,Bela,2019-07-23,27.0,35.5
255,Adilabad,Bela,2019-07-24,27.1,35.1
256,Adilabad,Bela,2019-07-25,27.7,35.3
257,Adilabad,Bela,2019-07-26,24.9,33.3
258,Adilabad,Bela,2019-07-27,23.7,26.9
259,Adilabad,Bela,2019-07-28,23.3,28.0
260,Adilabad,Bela,2019-07-29,23.9,26.6
261,Adilabad,Bela,2019-07-30,22.6,25.4
262,Adilabad,Bela,2019-07-31,23.1,26.6
263,Adilabad,Bela,2019-08-01,24.3,30.6
264,Adilabad,Bela,2019-08-02,24.2,28.2
265,Adilabad,Bela,2019-08-03,24.2,26.4
266,Adilabad,Bela,2019-08-04,23.5,25.9
267,Adilabad,Bela,2019-08-05,24.8,31.7
268,Adilabad,Bela,2019-08-06,25.6,32.0
269,Adilabad,Bela,2019-08-07,24.6,28.3
270,Adilabad,Bela,2019-08-08,24.3,27.0
271,Adilabad,Bela,2019-08-09,23.9,27.1
272,Adilabad,Bela,2019-08-10,25.6,30.9
273,Adilabad,Bela,2019-08-11,25.4,33.2
274,Adilabad,Bela,2019-08-12,24.3,33.3
275,Adilabad,Bela,2019-08-13,26.0,31.6
276,Adilabad,Bela,2019-08-14,23.3,28.1
277,Adilabad,Bela,2019-08-15,24.5,30.6
278,Adilabad,Bela,2019-08-16,25.8,33.3
279,Adilabad,Bela,2019-08-17,25.4,33.7
280,Adilabad,Bela,2019-08-18,25.7,33.1
281,Adilabad,Bela,2019-08-19,25.4,32.1
282,Adilabad,Bela,2019-08-20,25.3,32.5
283,Adilabad,Bela,2019-08-21,25.3,31.7
284,Adilabad,Bela,2019-08-22,25.1,31.9
285,Adilabad,Bela,2019-08-23,24.9,30.7
286,Adilabad,Bela,2019-08-24,25.1,27.6
287,Adilabad,Bela,2019-08-25,24.7,30.7
288,Adilabad,Bela,2019-08-26,24.4,28.4
289,Adilabad,Bela,2019-08-27,23.3,28.8
290,Adilabad,Bela,2019-08-28,23.6,30.1
291,Adilabad,Bela,2019-08-29,24.7,33.2
292,Adilabad,Bela,2019-08-30,25.9,33.1
293,Adilabad,Bela,2019-08-31,24.7,33.3
294,Adilabad,Bela,2019-09-01,24.4,32.3
295,Adilabad,Bela,2019-09-02,24.0,31.2
296,Adilabad,Bela,2019-09-03,23.9,28.9
297,Adilabad,Bela,2019-09-04,23.7,28.6
298,Adilabad,Bela,2019-09-05,24.3,26.4
299,Adilabad,Bela,2019-09-06,23.8,31.5
300,Adilabad,Bela,2019-09-07,23.9,27.6
301,Adilabad,Bela,2019-09-08,25.7,29.5
302,Adilabad,Bela,2019-09-09,24.5,29.9
333,Adilabad,Gadiguda,2019-07-01,22.7,28.6
334,Adilabad,Gadiguda,2019-07-02,22.3,28.0
335,Adilabad,Gadiguda,2019-07-03,23.6,29.3
336,Adilabad,Gadiguda,2019-07-04,24.2,29.3
337,Adilabad,Gadiguda,2019-07-05,25.3,31.4
338,Adilabad,Gadiguda,2019-07-06,24.4,30.5
339,Adilabad,Gadiguda,2019-07-07,24.7,30.4
340,Adilabad,Gadiguda,2019-07-08,25.1,30.8
341,Adilabad,Gadiguda,2019-07-09,23.6,31.6
342,Adilabad,Gadiguda,2019-07-10,23.5,31.4
343,Adilabad,Gadiguda,2019-07-11,23.0,33.3
344,Adilabad,Gadiguda,2019-07-12,22.4,29.5
345,Adilabad,Gadiguda,2019-07-13,25.4,31.9
346,Adilabad,Gadiguda,2019-07-14,25.4,33.5
347,Adilabad,Gadiguda,2019-07-15,25.2,34.5
348,Adilabad,Gadiguda,2019-07-16,23.8,34.3
349,Adilabad,Gadiguda,2019-07-17,27.0,35.1
350,Adilabad,Gadiguda,2019-07-18,27.4,36.1
351,Adilabad,Gadiguda,2019-07-19,25.6,36.7
352,Adilabad,Gadiguda,2019-07-20,23.0,36.7
353,Adilabad,Gadiguda,2019-07-21,23.1,32.5
354,Adilabad,Gadiguda,2019-07-22,25.0,34.4
355,Adilabad,Gadiguda,2019-07-23,25.2,34.2
356,Adilabad,Gadiguda,2019-07-24,25.7,35.7
357,Adilabad,Gadiguda,2019-07-25,26.5,35.7
358,Adilabad,Gadiguda,2019-07-26,22.4,32.6
359,Adilabad,Gadiguda,2019-07-27,22.3,25.7
360,Adilabad,Gadiguda,2019-07-28,23.0,26.7
361,Adilabad,Gadiguda,2019-07-29,24.6,27.3
362,Adilabad,Gadiguda,2019-07-30,21.9,25.3
363,Adilabad,Gadiguda,2019-07-31,22.0,25.4
364,Adilabad,Gadiguda,2019-08-01,23.4,29.1
365,Adilabad,Gadiguda,2019-08-02,23.6,27.0
366,Adilabad,Gadiguda,2019-08-03,22.6,24.8
367,Adilabad,Gadiguda,2019-08-04,22.4,24.0
368,Adilabad,Gadiguda,2019-08-05,23.5,29.8
369,Adilabad,Gadiguda,2019-08-06,24.5,30.1
370,Adilabad,Gadiguda,2019-08-07,23.9,26.6
371,Adilabad,Gadiguda,2019-08-08,23.5,25.7
372,Adilabad,Gadiguda,2019-08-09,24.7,25.6
373,Adilabad,Gadiguda,2019-08-10,23.6,28.7
374,Adilabad,Gadiguda,2019-08-11,22.4,31.1
375,Adilabad,Gadiguda,2019-08-12,22.9,31.8
376,Adilabad,Gadiguda,2019-08-13,24.2,30.1
377,Adilabad,Gadiguda,2019-08-14,22.0,26.6
378,Adilabad,Gadiguda,2019-08-15,23.1,28.7
379,Adilabad,Gadiguda,2019-08-16,23.7,31.3
380,Adilabad,Gadiguda,2019-08-17,23.7,32.0
381,Adilabad,Gadiguda,2019-08-18,23.6,31.7
382,Adilabad,Gadiguda,2019-08-19,22.4,29.9
383,Adilabad,Gadiguda,2019-08-20,23.5,31.6
384,Adilabad,Gadiguda,2019-08-21,22.4,29.4
385,Adilabad,Gadiguda,2019-08-22,24.3,29.0
386,Adilabad,Gadiguda,2019-08-23,23.3,28.9
387,Adilabad,Gadiguda,2019-08-24,23.6,26.2
388,Adilabad,Gadiguda,2019-08-25,24.1,29.4
389,Adilabad,Gadiguda,2019-08-26,23.0,27.4
390,Adilabad,Gadiguda,2019-08-27,23.0,27.4
391,Adilabad,Gadiguda,2019-08-28,22.2,30.6
392,Adilabad,Gadiguda,2019-08-29,23.0,32.2
393,Adilabad,Gadiguda,2019-08-30,24.9,30.8
394,Adilabad,Gadiguda,2019-08-31,22.4,32.8
395,Adilabad,Gadiguda,2019-09-01,23.4,30.0
396,Adilabad,Gadiguda,2019-09-02,22.6,30.1
397,Adilabad,Gadiguda,2019-09-03,22.4,26.1
398,Adilabad,Gadiguda,2019-09-04,23.4,26.8
399,Adilabad,Gadiguda,2019-09-05,22.4,26.1
400,Adilabad,Gadiguda,2019-09-06,22.4,31.0
401,Adilabad,Gadiguda,2019-09-07,22.4,26.3
402,Adilabad,Gadiguda,2019-09-08,24.7,28.0
403,Adilabad,Gadiguda,2019-09-09,24.1,28.4
434,Adilabad,Narnoor,2019-07-01,22.0,26.2
435,Adilabad,Narnoor,2019-07-02,21.4,27.1
436,Adilabad,Narnoor,2019-07-03,22.5,28.8
437,Adilabad,Narnoor,2019-07-04,22.4,27.9
438,Adilabad,Narnoor,2019-07-05,24.1,31.1
439,Adilabad,Narnoor,2019-07-06,23.8,30.0
440,Adilabad,Narnoor,2019-07-07,23.8,29.4
441,Adilabad,Narnoor,2019-07-08,24.2,30.0
442,Adilabad,Narnoor,2019-07-09,22.9,29.9
443,Adilabad,Narnoor,2019-07-10,23.2,31.0
444,Adilabad,Narnoor,2019-07-11,23.4,32.4
445,Adilabad,Narnoor,2019-07-12,23.3,29.5
446,Adilabad,Narnoor,2019-07-13,22.4,31.5
447,Adilabad,Narnoor,2019-07-14,25.2,32.8
448,Adilabad,Narnoor,2019-07-15,24.9,35.0
449,Adilabad,Narnoor,2019-07-16,26.1,33.8
450,Adilabad,Narnoor,2019-07-17,26.5,34.0
451,Adilabad,Narnoor,2019-07-18,26.9,34.6
452,Adilabad,Narnoor,2019-07-19,23.3,35.9
453,Adilabad,Narnoor,2019-07-20,23.0,34.4
454,Adilabad,Narnoor,2019-07-21,23.1,31.4
455,Adilabad,Narnoor,2019-07-22,25.2,32.4
456,Adilabad,Narnoor,2019-07-23,25.2,32.8
457,Adilabad,Narnoor,2019-07-24,25.0,33.5
458,Adilabad,Narnoor,2019-07-25,25.8,33.1
459,Adilabad,Narnoor,2019-07-26,22.8,31.1
460,Adilabad,Narnoor,2019-07-27,22.3,24.9
461,Adilabad,Narnoor,2019-07-28,22.4,26.1
462,Adilabad,Narnoor,2019-07-29,22.4,25.6
463,Adilabad,Narnoor,2019-07-30,21.9,23.4
464,Adilabad,Narnoor,2019-07-31,22.0,24.2
465,Adilabad,Narnoor,2019-08-01,22.5,27.7
466,Adilabad,Narnoor,2019-08-02,22.8,25.5
467,Adilabad,Narnoor,2019-08-03,22.6,23.8
468,Adilabad,Narnoor,2019-08-04,22.3,23.3
469,Adilabad,Narnoor,2019-08-05,23.2,28.4
470,Adilabad,Narnoor,2019-08-06,23.4,29.5
471,Adilabad,Narnoor,2019-08-07,23.2,26.5
472,Adilabad,Narnoor,2019-08-08,22.4,24.8
473,Adilabad,Narnoor,2019-08-09,22.5,24.3
474,Adilabad,Narnoor,2019-08-10,22.9,28.5
475,Adilabad,Narnoor,2019-08-11,22.4,30.6
476,Adilabad,Narnoor,2019-08-12,23.1,31.1
477,Adilabad,Narnoor,2019-08-13,22.4,29.5
478,Adilabad,Narnoor,2019-08-14,21.6,25.8
479,Adilabad,Narnoor,2019-08-15,22.8,28.2
480,Adilabad,Narnoor,2019-08-16,24.3,30.9
481,Adilabad,Narnoor,2019-08-17,23.9,31.0
482,Adilabad,Narnoor,2019-08-18,24.5,30.4
483,Adilabad,Narnoor,2019-08-19,23.5,29.2
484,Adilabad,Narnoor,2019-08-20,24.0,30.5
485,Adilabad,Narnoor,2019-08-21,24.2,29.6
486,Adilabad,Narnoor,2019-08-22,24.0,29.8
487,Adilabad,Narnoor,2019-08-23,22.5,28.5
488,Adilabad,Narnoor,2019-08-24,23.0,25.2
489,Adilabad,Narnoor,2019-08-25,23.5,29.4
490,Adilabad,Narnoor,2019-08-26,22.8,27.1
491,Adilabad,Narnoor,2019-08-27,22.9,27.5
492,Adilabad,Narnoor,2019-08-28,22.2,29.3
493,Adilabad,Narnoor,2019-08-29,24.2,31.4
494,Adilabad,Narnoor,2019-08-30,24.3,31.2
495,Adilabad,Narnoor,2019-08-31,23.2,32.4
496,Adilabad,Narnoor,2019-09-01,23.4,28.5
497,Adilabad,Narnoor,2019-09-02,22.6,29.2
498,Adilabad,Narnoor,2019-09-03,22.9,26.1
499,Adilabad,Narnoor,2019-09-04,23.2,26.5
500,Adilabad,Narnoor,2019-09-05,23.4,25.2
501,Adilabad,Narnoor,2019-09-06,22.4,31.1
502,Adilabad,Narnoor,2019-09-07,22.8,26.2
503,Adilabad,Narnoor,2019-09-08,23.9,27.2
504,Adilabad,Narnoor,2019-09-09,23.8,28.4
535,Adilabad,Inderavelly,2019-07-01,23.7,30.1
536,Adilabad,Inderavelly,2019-07-02,24.6,29.7
537,Adilabad,Inderavelly,2019-07-03,24.7,31.7
538,Adilabad,Inderavelly,2019-07-04,26.2,30.9
539,Adilabad,Inderavelly,2019-07-05,26.6,34.7
540,Adilabad,Inderavelly,2019-07-06,25.3,32.9
541,Adilabad,Inderavelly,2019-07-07,25.4,32.6
542,Adilabad,Inderavelly,2019-07-08,25.7,32.1
543,Adilabad,Inderavelly,2019-07-09,24.7,32.3
544,Adilabad,Inderavelly,2019-07-10,24.7,32.9
545,Adilabad,Inderavelly,2019-07-11,24.7,35.2
546,Adilabad,Inderavelly,2019-07-12,24.7,32.9
547,Adilabad,Inderavelly,2019-07-13,26.6,34.0
548,Adilabad,Inderavelly,2019-07-14,27.0,35.4
549,Adilabad,Inderavelly,2019-07-15,27.4,35.8
550,Adilabad,Inderavelly,2019-07-16,27.5,36.6
551,Adilabad,Inderavelly,2019-07-17,26.8,36.2
552,Adilabad,Inderavelly,2019-07-18,27.5,37.3
553,Adilabad,Inderavelly,2019-07-19,26.0,37.7
554,Adilabad,Inderavelly,2019-07-20,25.4,35.9
555,Adilabad,Inderavelly,2019-07-21,23.9,33.1
556,Adilabad,Inderavelly,2019-07-22,25.7,34.4
557,Adilabad,Inderavelly,2019-07-23,25.9,34.6
558,Adilabad,Inderavelly,2019-07-24,26.8,35.7
559,Adilabad,Inderavelly,2019-07-25,26.5,36.2
560,Adilabad,Inderavelly,2019-07-26,23.6,33.6
561,Adilabad,Inderavelly,2019-07-27,23.4,26.3
562,Adilabad,Inderavelly,2019-07-28,23.5,26.9
563,Adilabad,Inderavelly,2019-07-29,23.5,26.8
564,Adilabad,Inderavelly,2019-07-30,22.3,24.9
565,Adilabad,Inderavelly,2019-07-31,22.7,24.1
566,Adilabad,Inderavelly,2019-08-01,23.6,29.9
567,Adilabad,Inderavelly,2019-08-02,23.6,26.9
568,Adilabad,Inderavelly,2019-08-03,23.6,26.5
569,Adilabad,Inderavelly,2019-08-04,23.4,25.6
570,Adilabad,Inderavelly,2019-08-05,25.4,31.1
571,Adilabad,Inderavelly,2019-08-06,24.5,30.6
572,Adilabad,Inderavelly,2019-08-07,24.4,28.0
573,Adilabad,Inderavelly,2019-08-08,23.2,26.9
574,Adilabad,Inderavelly,2019-08-09,23.1,25.2
575,Adilabad,Inderavelly,2019-08-10,23.9,30.7
576,Adilabad,Inderavelly,2019-08-11,24.3,33.1
577,Adilabad,Inderavelly,2019-08-12,24.2,33.8
578,Adilabad,Inderavelly,2019-08-13,25.1,31.6
579,Adilabad,Inderavelly,2019-08-14,24.1,28.6
580,Adilabad,Inderavelly,2019-08-15,24.3,30.8
581,Adilabad,Inderavelly,2019-08-16,25.7,32.9
582,Adilabad,Inderavelly,2019-08-17,24.5,33.5
583,Adilabad,Inderavelly,2019-08-18,24.5,34.1
584,Adilabad,Inderavelly,2019-08-19,24.2,32.0
585,Adilabad,Inderavelly,2019-08-20,25.5,32.9
586,Adilabad,Inderavelly,2019-08-21,24.8,32.2
587,Adilabad,Inderavelly,2019-08-22,24.6,30.6
588,Adilabad,Inderavelly,2019-08-23,23.1,30.7
589,Adilabad,Inderavelly,2019-08-24,24.3,27.8
590,Adilabad,Inderavelly,2019-08-25,24.6,32.1
591,Adilabad,Inderavelly,2019-08-26,24.5,28.6
592,Adilabad,Inderavelly,2019-08-27,23.7,29.5
593,Adilabad,Inderavelly,2019-08-28,23.7,31.0
594,Adilabad,Inderavelly,2019-08-29,24.0,33.5
595,Adilabad,Inderavelly,2019-08-30,25.3,33.6
596,Adilabad,Inderavelly,2019-08-31,23.8,34.4
597,Adilabad,Inderavelly,2019-09-01,24.4,30.6
598,Adilabad,Inderavelly,2019-09-02,23.7,31.0
599,Adilabad,Inderavelly,2019-09-03,23.5,27.0
600,Adilabad,Inderavelly,2019-09-04,23.5,28.9
601,Adilabad,Inderavelly,2019-09-05,23.7,25.7
602,Adilabad,Inderavelly,2019-09-06,23.6,30.5
603,Adilabad,Inderavelly,2019-09-07,23.2,26.5
604,Adilabad,Inderavelly,2019-09-08,23.9,27.8
605,Adilabad,Inderavelly,2019-09-09,23.9,28.9
636,Adilabad,Gudihatnoor,2019-07-01,23.7,29.8
637,Adilabad,Gudihatnoor,2019-07-02,24.2,30.8
638,Adilabad,Gudihatnoor,2019-07-03,24.8,30.4
639,Adilabad,Gudihatnoor,2019-07-04,25.9,30.1
640,Adilabad,Gudihatnoor,2019-07-05,25.6,33.2
641,Adilabad,Gudihatnoor,2019-07-06,24.9,33.3
642,Adilabad,Gudihatnoor,2019-07-07,24.9,32.6
643,Adilabad,Gudihatnoor,2019-07-08,25.3,30.6
644,Adilabad,Gudihatnoor,2019-07-09,24.9,32.4
645,Adilabad,Gudihatnoor,2019-07-10,24.9,32.7
646,Adilabad,Gudihatnoor,2019-07-11,24.9,35.7
647,Adilabad,Gudihatnoor,2019-07-12,24.8,33.0
648,Adilabad,Gudihatnoor,2019-07-13,25.3,33.9
649,Adilabad,Gudihatnoor,2019-07-14,26.9,35.5
650,Adilabad,Gudihatnoor,2019-07-15,25.8,36.0
651,Adilabad,Gudihatnoor,2019-07-16,24.7,35.9
652,Adilabad,Gudihatnoor,2019-07-17,25.8,36.1
653,Adilabad,Gudihatnoor,2019-07-18,27.0,37.3
654,Adilabad,Gudihatnoor,2019-07-19,24.1,37.6
655,Adilabad,Gudihatnoor,2019-07-20,24.7,36.3
656,Adilabad,Gudihatnoor,2019-07-21,22.3,32.7
657,Adilabad,Gudihatnoor,2019-07-22,24.5,34.4
658,Adilabad,Gudihatnoor,2019-07-23,25.0,34.7
659,Adilabad,Gudihatnoor,2019-07-24,25.9,35.3
660,Adilabad,Gudihatnoor,2019-07-25,26.0,36.1
661,Adilabad,Gudihatnoor,2019-07-26,23.0,33.1
662,Adilabad,Gudihatnoor,2019-07-27,22.9,25.0
663,Adilabad,Gudihatnoor,2019-07-28,22.4,26.4
664,Adilabad,Gudihatnoor,2019-07-29,22.4,25.9
665,Adilabad,Gudihatnoor,2019-07-30,21.9,23.9
666,Adilabad,Gudihatnoor,2019-07-31,22.0,24.0
667,Adilabad,Gudihatnoor,2019-08-01,23.2,29.8
668,Adilabad,Gudihatnoor,2019-08-02,23.2,26.5
669,Adilabad,Gudihatnoor,2019-08-03,23.1,25.7
670,Adilabad,Gudihatnoor,2019-08-04,22.3,24.2
671,Adilabad,Gudihatnoor,2019-08-05,24.2,30.3
672,Adilabad,Gudihatnoor,2019-08-06,24.1,29.8
673,Adilabad,Gudihatnoor,2019-08-07,23.6,28.3
674,Adilabad,Gudihatnoor,2019-08-08,22.8,26.1
675,Adilabad,Gudihatnoor,2019-08-09,23.5,24.9
676,Adilabad,Gudihatnoor,2019-08-10,23.5,30.0
677,Adilabad,Gudihatnoor,2019-08-11,23.1,32.8
678,Adilabad,Gudihatnoor,2019-08-12,23.7,32.7
679,Adilabad,Gudihatnoor,2019-08-13,24.5,31.1
680,Adilabad,Gudihatnoor,2019-08-14,23.3,27.7
681,Adilabad,Gudihatnoor,2019-08-15,23.6,29.9
682,Adilabad,Gudihatnoor,2019-08-16,24.4,32.7
683,Adilabad,Gudihatnoor,2019-08-17,23.6,33.4
684,Adilabad,Gudihatnoor,2019-08-18,23.9,33.8
685,Adilabad,Gudihatnoor,2019-08-19,23.1,32.1
