district,Mandal,Date,temp_min ,temp_max 
Karimnagar,Karimnagar_Rural,18-02-2020,14.9,33.1
Karimnagar,Karimnagar_Rural,19-02-2020,14.4,32.6
Karimnagar,Karimnagar_Rural,20-02-2020,19.9,31.8
Karimnagar,Karimnagar_Rural,21-02-2020,19.5,30.9
Karimnagar,Karimnagar_Rural,22-02-2020,18.7,31.6
Karimnagar,Karimnagar_Rural,23-02-2020,19.6,32.4
Karimnagar,Karimnagar_Rural,24-02-2020,19.6,32.3
Karimnagar,Karimnagar_Rural,25-02-2020,21.5,34.3
Karimnagar,Karimnagar_Rural,26-02-2020,18.9,31.8
Karimnagar,Karimnagar_Rural,27-02-2020,14.9,30.3
Karimnagar,Karimnagar_Rural,28-02-2020,16.4,32
Karimnagar,Karimnagar_Rural,29-02-2020,19.1,31.5
Karimnagar,Karimnagar_Rural,01-03-2020,19.9,33.2
Karimnagar,Karimnagar_Rural,02-03-2020,22.4,31.6
Karimnagar,Karimnagar_Rural,03-03-2020,21.4,33.3
Karimnagar,Karimnagar_Rural,04-03-2020,22.7,34.7
Karimnagar,Karimnagar_Rural,05-03-2020,20.9,35.7
Karimnagar,Karimnagar_Rural,06-03-2020,23.1,31.9
Karimnagar,Karimnagar_Rural,07-03-2020,23.8,33.8
Karimnagar,Karimnagar_Rural,08-03-2020,23.2,31.7
Karimnagar,Karimnagar_Rural,09-03-2020,22.8,32.5
Karimnagar,Karimnagar_Rural,10-03-2020,22.4,30.9
Karimnagar,Karimnagar_Rural,11-03-2020,22.9,34.4
Karimnagar,Karimnagar_Rural,12-03-2020,22,33.3
Karimnagar,Karimnagar_Rural,13-03-2020,22.7,31.6
Karimnagar,Karimnagar_Rural,14-03-2020,21.6,34.7
Karimnagar,Karimnagar_Rural,15-03-2020,22.2,32.4
Karimnagar,Karimnagar_Rural,16-03-2020,22.9,32
Karimnagar,Karimnagar_Rural,17-03-2020,22.9,33.4
Karimnagar,Karimnagar_Rural,18-03-2020,22.7,34.7
Karimnagar,Karimnagar_Rural,19-03-2020,22.8,33.2
Karimnagar,Karimnagar_Rural,20-03-2020,21.6,36
Karimnagar,Karimnagar_Rural,21-03-2020,22.6,34.3
Karimnagar,Karimnagar_Rural,22-03-2020,22.4,34.8
Karimnagar,Karimnagar_Rural,23-03-2020,22.4,35
Karimnagar,Karimnagar_Rural,24-03-2020,22.5,34.7
Karimnagar,Karimnagar_Rural,25-03-2020,23.3,34.4
Karimnagar,Karimnagar_Rural,26-03-2020,23.3,35
Karimnagar,Karimnagar_Rural,27-03-2020,24.7,36.1
Karimnagar,Karimnagar_Rural,28-03-2020,22.5,37.1
Karimnagar,Karimnagar_Rural,29-03-2020,22.6,37.3
Karimnagar,Karimnagar_Rural,30-03-2020,22.5,37.1
Karimnagar,Karimnagar_Rural,31-03-2020,23.9,36
Karimnagar,Kothapalle,01-01-2020,19.2,26
Karimnagar,Kothapalle,02-01-2020,20.9,29.3
Karimnagar,Kothapalle,03-01-2020,22,29.1
Karimnagar,Kothapalle,04-01-2020,19.7,24
Karimnagar,Kothapalle,05-01-2020,16.9,24.8
Karimnagar,Kothapalle,06-01-2020,14.3,25.9
Karimnagar,Kothapalle,07-01-2020,18.6,27.5
Karimnagar,Kothapalle,08-01-2020,21.4,29.4
Karimnagar,Kothapalle,09-01-2020,20.5,29.3
Karimnagar,Kothapalle,10-01-2020,17.8,28.8
Karimnagar,Kothapalle,11-01-2020,13.5,25.8
Karimnagar,Kothapalle,12-01-2020,12.9,26.8
Karimnagar,Kothapalle,13-01-2020,10.7,27.4
Karimnagar,Kothapalle,14-01-2020,13.7,29.7
Karimnagar,Kothapalle,15-01-2020,16.7,28.7
Karimnagar,Kothapalle,16-01-2020,16.8,29
Karimnagar,Kothapalle,17-01-2020,18.7,29.1
Karimnagar,Kothapalle,18-01-2020,20.4,29.2
Karimnagar,Kothapalle,19-01-2020,19.1,28.8
Karimnagar,Kothapalle,20-01-2020,20.5,30.7
Karimnagar,Kothapalle,21-01-2020,19.1,27.7
Karimnagar,Kothapalle,22-01-2020,20,31.8
Karimnagar,Kothapalle,23-01-2020,17.7,31.3
Karimnagar,Kothapalle,24-01-2020,17.4,31.8
Karimnagar,Kothapalle,25-01-2020,17.7,31.6
Karimnagar,Kothapalle,26-01-2020,18,32.3
Karimnagar,Kothapalle,27-01-2020,16.8,33.1
Karimnagar,Kothapalle,28-01-2020,19.1,32.6
Karimnagar,Kothapalle,29-01-2020,20.4,34.9
Karimnagar,Kothapalle,30-01-2020,17.3,30.5
Karimnagar,Kothapalle,31-01-2020,15.9,28.5
Karimnagar,Kothapalle,01-02-2020,18.3,27.8
Karimnagar,Kothapalle,02-02-2020,19.4,31.1
Karimnagar,Kothapalle,03-02-2020,19.9,28.7
Karimnagar,Kothapalle,04-02-2020,20.6,31
Karimnagar,Kothapalle,05-02-2020,20.4,34.4
Karimnagar,Kothapalle,06-02-2020,20.2,31.5
Karimnagar,Kothapalle,07-02-2020,21.2,33
Karimnagar,Kothapalle,08-02-2020,22,30.7
Karimnagar,Kothapalle,09-02-2020,16.9,25.5
Karimnagar,Kothapalle,10-02-2020,18,25.1
Karimnagar,Kothapalle,11-02-2020,20.6,28.7
Karimnagar,Kothapalle,12-02-2020,20.4,29.3
Karimnagar,Kothapalle,13-02-2020,16.7,31.2
Karimnagar,Kothapalle,14-02-2020,18.1,30.8
Karimnagar,Kothapalle,15-02-2020,16.9,34.1
Karimnagar,Kothapalle,16-02-2020,17.7,32
Karimnagar,Kothapalle,17-02-2020,16.4,33.9
Karimnagar,Kothapalle,18-02-2020,15,33.5
Karimnagar,Kothapalle,19-02-2020,14.7,34.1
Karimnagar,Kothapalle,20-02-2020,19.7,34
Karimnagar,Kothapalle,21-02-2020,19.7,32.2
Karimnagar,Kothapalle,22-02-2020,18.7,33.4
Karimnagar,Kothapalle,23-02-2020,18.2,34.3
Karimnagar,Kothapalle,24-02-2020,18.6,32.8
Karimnagar,Kothapalle,25-02-2020,21.2,34.5
Karimnagar,Kothapalle,26-02-2020,17.8,32
Karimnagar,Kothapalle,27-02-2020,15.3,30.6
Karimnagar,Kothapalle,28-02-2020,16.3,33.1
Karimnagar,Kothapalle,29-02-2020,19.9,33.4
Karimnagar,Kothapalle,01-03-2020,20.9,32.5
Karimnagar,Kothapalle,02-03-2020,22.6,32.2
Karimnagar,Kothapalle,03-03-2020,20.7,32.7
Karimnagar,Kothapalle,04-03-2020,23.5,35.1
Karimnagar,Kothapalle,05-03-2020,21.2,36.7
Karimnagar,Kothapalle,06-03-2020,22.7,31.9
Karimnagar,Kothapalle,07-03-2020,24.2,36.1
Karimnagar,Kothapalle,08-03-2020,23.3,31.1
Karimnagar,Kothapalle,09-03-2020,21.1,32.8
Karimnagar,Kothapalle,10-03-2020,22,31
Karimnagar,Kothapalle,11-03-2020,22.9,35
Karimnagar,Kothapalle,12-03-2020,21.7,33
Karimnagar,Kothapalle,13-03-2020,21.5,31.4
Karimnagar,Kothapalle,14-03-2020,21.7,34.4
Karimnagar,Kothapalle,15-03-2020,22.3,32.6
Karimnagar,Kothapalle,16-03-2020,22.7,33
Karimnagar,Kothapalle,17-03-2020,22.4,33.8
Karimnagar,Kothapalle,18-03-2020,22.9,34.6
Karimnagar,Kothapalle,19-03-2020,22.1,35.1
Karimnagar,Kothapalle,20-03-2020,22.7,35.7
Karimnagar,Kothapalle,21-03-2020,23.4,35.4
Karimnagar,Kothapalle,22-03-2020,23,35.4
Karimnagar,Kothapalle,23-03-2020,22.4,36.8
Karimnagar,Kothapalle,24-03-2020,22.4,35.7
Karimnagar,Kothapalle,25-03-2020,24.2,34.9
Karimnagar,Kothapalle,26-03-2020,23,35.2
Karimnagar,Kothapalle,27-03-2020,24.6,36.7
Karimnagar,Kothapalle,28-03-2020,23.4,38.1
Karimnagar,Kothapalle,29-03-2020,22.4,38
Karimnagar,Kothapalle,30-03-2020,22.7,37.8
Karimnagar,Kothapalle,31-03-2020,24.6,35.9
Karimnagar,Gannervaram,01-01-2020,18.9,26.3
Karimnagar,Gannervaram,02-01-2020,21,30
Karimnagar,Gannervaram,03-01-2020,21.7,29
Karimnagar,Gannervaram,04-01-2020,19.8,24.3
Karimnagar,Gannervaram,05-01-2020,16.8,25.2
Karimnagar,Gannervaram,06-01-2020,14.7,25.8
Karimnagar,Gannervaram,07-01-2020,18.2,27.8
Karimnagar,Gannervaram,08-01-2020,21.3,30.7
Karimnagar,Gannervaram,09-01-2020,20.2,30.8
Karimnagar,Gannervaram,10-01-2020,18,29.1
Karimnagar,Gannervaram,11-01-2020,13.7,26.1
Karimnagar,Gannervaram,12-01-2020,13.4,26.9
Karimnagar,Gannervaram,13-01-2020,10.9,27.2
Karimnagar,Gannervaram,14-01-2020,14,30.6
Karimnagar,Gannervaram,15-01-2020,16.1,29
Karimnagar,Gannervaram,16-01-2020,16.6,30.2
Karimnagar,Gannervaram,17-01-2020,18.2,30.2
Karimnagar,Gannervaram,18-01-2020,18.9,30.6
Karimnagar,Gannervaram,19-01-2020,17.9,30.4
Karimnagar,Gannervaram,20-01-2020,19.7,30.9
Karimnagar,Gannervaram,21-01-2020,18.4,28.2
Karimnagar,Gannervaram,22-01-2020,18.9,30.9
Karimnagar,Gannervaram,23-01-2020,16.1,31.7
Karimnagar,Gannervaram,24-01-2020,16.4,31.1
Karimnagar,Gannervaram,25-01-2020,16.8,30.3
Karimnagar,Gannervaram,26-01-2020,17.1,31.7
Karimnagar,Gannervaram,27-01-2020,15.4,31.3
Karimnagar,Gannervaram,28-01-2020,19.3,34.6
Karimnagar,Gannervaram,29-01-2020,19.1,33.2
Karimnagar,Gannervaram,30-01-2020,17.3,31.2
Karimnagar,Gannervaram,31-01-2020,15.1,28.2
Karimnagar,Gannervaram,01-02-2020,18.5,27.6
Karimnagar,Gannervaram,02-02-2020,18.6,31.7
Karimnagar,Gannervaram,03-02-2020,19.6,28.8
Karimnagar,Gannervaram,04-02-2020,19.9,31.7
Karimnagar,Gannervaram,05-02-2020,19,34
Karimnagar,Gannervaram,06-02-2020,18.8,32.8
Karimnagar,Gannervaram,07-02-2020,20.7,34
Karimnagar,Gannervaram,08-02-2020,21.2,31.3
Karimnagar,Gannervaram,09-02-2020,17.3,26.3
Karimnagar,Gannervaram,10-02-2020,17,25.1
Karimnagar,Gannervaram,11-02-2020,20.5,27.4
Karimnagar,Gannervaram,12-02-2020,20,29.2
Karimnagar,Gannervaram,13-02-2020,16.4,29.9
Karimnagar,Gannervaram,14-02-2020,16.5,29.8
Karimnagar,Gannervaram,15-02-2020,15.8,32.9
Karimnagar,Gannervaram,16-02-2020,16.3,32
Karimnagar,Gannervaram,17-02-2020,15.8,32.6
Karimnagar,Gannervaram,18-02-2020,14.6,31.6
Karimnagar,Gannervaram,19-02-2020,13.2,31.9
Karimnagar,Gannervaram,20-02-2020,18.9,32.2
Karimnagar,Gannervaram,21-02-2020,18.8,31.5
Karimnagar,Gannervaram,22-02-2020,17.6,32.1
Karimnagar,Gannervaram,23-02-2020,17.2,32.8
Karimnagar,Gannervaram,24-02-2020,18.2,33.3
Karimnagar,Gannervaram,25-02-2020,20.4,34.7
Karimnagar,Gannervaram,26-02-2020,16.7,30.8
Karimnagar,Gannervaram,27-02-2020,14.3,29.8
Karimnagar,Gannervaram,28-02-2020,15.6,30.8
Karimnagar,Gannervaram,29-02-2020,18.4,32.2
Karimnagar,Gannervaram,01-03-2020,20,32.7
Karimnagar,Gannervaram,02-03-2020,21.1,32.4
Karimnagar,Gannervaram,03-03-2020,19.5,33.2
Karimnagar,Gannervaram,04-03-2020,21.6,35.1
Karimnagar,Gannervaram,05-03-2020,19.2,35.7
Karimnagar,Gannervaram,06-03-2020,21.9,31.8
Karimnagar,Gannervaram,07-03-2020,23.6,33.3
Karimnagar,Gannervaram,08-03-2020,21.7,32.6
Karimnagar,Gannervaram,09-03-2020,21.7,32.9
Karimnagar,Gannervaram,10-03-2020,21.3,31.9
Karimnagar,Gannervaram,11-03-2020,22.1,35
Karimnagar,Gannervaram,12-03-2020,21.3,34.5
Karimnagar,Gannervaram,13-03-2020,21.2,31.8
Karimnagar,Gannervaram,14-03-2020,20.1,34.7
Karimnagar,Gannervaram,15-03-2020,20.5,33.5
Karimnagar,Gannervaram,16-03-2020,20.6,34
Karimnagar,Gannervaram,17-03-2020,21.5,35.9
Karimnagar,Gannervaram,18-03-2020,20.7,35.7
Karimnagar,Gannervaram,19-03-2020,21.5,34.3
Karimnagar,Gannervaram,20-03-2020,21,35.2
Karimnagar,Gannervaram,21-03-2020,22.4,34
Karimnagar,Gannervaram,22-03-2020,21.4,34.3
Karimnagar,Gannervaram,23-03-2020,21.2,34.2
Karimnagar,Gannervaram,24-03-2020,21.1,35.8
Karimnagar,Gannervaram,25-03-2020,22,35.7
Karimnagar,Gannervaram,26-03-2020,23.1,36.4
Karimnagar,Gannervaram,27-03-2020,23.3,36.1
Karimnagar,Gannervaram,28-03-2020,21.5,37.8
Karimnagar,Gannervaram,29-03-2020,22.2,36.9
Karimnagar,Gannervaram,30-03-2020,21.2,37.6
Karimnagar,Gannervaram,31-03-2020,22.4,34.1
Karimnagar,Karimnagar,01-01-2020,20.1,27.1
Karimnagar,Karimnagar,02-01-2020,21.8,29.9
Karimnagar,Karimnagar,03-01-2020,22.2,29.1
Karimnagar,Karimnagar,04-01-2020,19.8,24.1
Karimnagar,Karimnagar,05-01-2020,18.2,26.2
Karimnagar,Karimnagar,06-01-2020,16.1,26.9
Karimnagar,Karimnagar,07-01-2020,20.2,28.9
Karimnagar,Karimnagar,08-01-2020,21.6,30.8
Karimnagar,Karimnagar,09-01-2020,21.5,29.4
Karimnagar,Karimnagar,10-01-2020,18.3,30.3
Karimnagar,Karimnagar,11-01-2020,15.9,26.8
Karimnagar,Karimnagar,12-01-2020,14.6,27.9
Karimnagar,Karimnagar,13-01-2020,14,26.8
Karimnagar,Karimnagar,14-01-2020,15.9,31.8
Karimnagar,Karimnagar,15-01-2020,18.3,29.1
Karimnagar,Karimnagar,16-01-2020,18,30.5
Karimnagar,Karimnagar,17-01-2020,19.6,29
Karimnagar,Karimnagar,18-01-2020,20.7,30.2
Karimnagar,Karimnagar,19-01-2020,20,28.8
Karimnagar,Karimnagar,20-01-2020,20.8,31.6
Karimnagar,Karimnagar,21-01-2020,19.8,28.2
Karimnagar,Karimnagar,22-01-2020,20.9,30.6
Karimnagar,Karimnagar,23-01-2020,19.3,31.4
Karimnagar,Karimnagar,24-01-2020,18.8,31.3
Karimnagar,Karimnagar,25-01-2020,18.8,30.3
Karimnagar,Karimnagar,26-01-2020,19.2,32.8
Karimnagar,Karimnagar,27-01-2020,17.9,32.3
Karimnagar,Karimnagar,28-01-2020,21.9,32.7
Karimnagar,Karimnagar,29-01-2020,21.8,33.3
Karimnagar,Karimnagar,30-01-2020,19.5,31.8
Karimnagar,Karimnagar,31-01-2020,17.4,29
Karimnagar,Karimnagar,01-02-2020,20.1,29.2
Karimnagar,Karimnagar,02-02-2020,19.6,30.9
Karimnagar,Karimnagar,03-02-2020,21.2,28.8
Karimnagar,Karimnagar,04-02-2020,21.6,30.4
Karimnagar,Karimnagar,05-02-2020,21,32.7
Karimnagar,Karimnagar,06-02-2020,20.8,30.5
Karimnagar,Karimnagar,07-02-2020,22,32.9
Karimnagar,Karimnagar,08-02-2020,22.8,31.5
Karimnagar,Karimnagar,09-02-2020,17.8,27.7
Karimnagar,Karimnagar,10-02-2020,18.2,25.1
Karimnagar,Karimnagar,11-02-2020,20.9,28.1
Karimnagar,Karimnagar,12-02-2020,20.4,29
Karimnagar,Karimnagar,13-02-2020,17.2,30.2
Karimnagar,Karimnagar,14-02-2020,18.8,31.5
Karimnagar,Karimnagar,15-02-2020,17.5,33.7
Karimnagar,Karimnagar,16-02-2020,17.3,32.8
Karimnagar,Karimnagar,17-02-2020,18.3,32.6
Karimnagar,Karimnagar,18-02-2020,15.9,32.8
Karimnagar,Karimnagar,19-02-2020,14.7,32.8
Karimnagar,Karimnagar,20-02-2020,20.3,32.6
Karimnagar,Karimnagar,21-02-2020,20.7,30.9
Karimnagar,Karimnagar,22-02-2020,19.9,31.1
Karimnagar,Karimnagar,23-02-2020,20.2,34
Karimnagar,Karimnagar,24-02-2020,20.9,32.9
Karimnagar,Karimnagar,25-02-2020,22.4,33.5
Karimnagar,Karimnagar,26-02-2020,20.6,31.9
Karimnagar,Karimnagar,27-02-2020,19.5,30.1
Karimnagar,Karimnagar,28-02-2020,18.3,31.2
Karimnagar,Karimnagar,29-02-2020,21.1,32
Karimnagar,Karimnagar,01-03-2020,21.8,32.4
Karimnagar,Karimnagar,02-03-2020,23.2,32.3
Karimnagar,Karimnagar,03-03-2020,22.5,33.5
Karimnagar,Karimnagar,04-03-2020,24.4,35.3
Karimnagar,Karimnagar,05-03-2020,22.3,36.4
Karimnagar,Karimnagar,06-03-2020,23.8,32.1
Karimnagar,Karimnagar,07-03-2020,24.5,34
Karimnagar,Karimnagar,08-03-2020,23.9,32
Karimnagar,Karimnagar,09-03-2020,22.8,33.9
Karimnagar,Karimnagar,10-03-2020,23,30.8
Karimnagar,Karimnagar,11-03-2020,23.4,34.9
Karimnagar,Karimnagar,12-03-2020,22.1,34.1
Karimnagar,Karimnagar,13-03-2020,23.3,32.4
Karimnagar,Karimnagar,14-03-2020,22.1,34.9
Karimnagar,Karimnagar,15-03-2020,23.4,33.9
Karimnagar,Karimnagar,16-03-2020,23.4,34.4
Karimnagar,Karimnagar,17-03-2020,23,33.5
Karimnagar,Karimnagar,18-03-2020,22.5,35.5
Karimnagar,Karimnagar,19-03-2020,23.7,33.9
Karimnagar,Karimnagar,20-03-2020,22.5,36.6
Karimnagar,Karimnagar,21-03-2020,23.6,34.8
Karimnagar,Karimnagar,22-03-2020,23.1,34.6
Karimnagar,Karimnagar,23-03-2020,24.2,35.7
Karimnagar,Karimnagar,24-03-2020,23.7,36.1
Karimnagar,Karimnagar,25-03-2020,24.5,34.9
Karimnagar,Karimnagar,26-03-2020,23.9,36.1
Karimnagar,Karimnagar,27-03-2020,25.3,35.4
Karimnagar,Karimnagar,28-03-2020,24,37
Karimnagar,Karimnagar,29-03-2020,24.5,37.6
Karimnagar,Karimnagar,30-03-2020,24.1,37.6
Karimnagar,Karimnagar,31-03-2020,24.2,35.2
Karimnagar,Manakondur,01-01-2020,20.1,26.8
Karimnagar,Manakondur,02-01-2020,21.3,29.5
Karimnagar,Manakondur,03-01-2020,22.1,28.8
Karimnagar,Manakondur,04-01-2020,19.5,23.6
Karimnagar,Manakondur,05-01-2020,17.8,25.3
Karimnagar,Manakondur,06-01-2020,15.7,26.5
Karimnagar,Manakondur,07-01-2020,19.4,27.7
Karimnagar,Manakondur,08-01-2020,21.3,29.8
Karimnagar,Manakondur,09-01-2020,20.6,29.1
Karimnagar,Manakondur,10-01-2020,17.9,29.7
Karimnagar,Manakondur,11-01-2020,14.8,26.6
Karimnagar,Manakondur,12-01-2020,13.9,27.4
Karimnagar,Manakondur,13-01-2020,13.6,27.5
Karimnagar,Manakondur,14-01-2020,15.6,29.6
Karimnagar,Manakondur,15-01-2020,17.4,28.4
Karimnagar,Manakondur,16-01-2020,17.3,28.6
Karimnagar,Manakondur,17-01-2020,20.1,29.7
Karimnagar,Manakondur,18-01-2020,20.4,29.3
Karimnagar,Manakondur,19-01-2020,19.4,28.7
Karimnagar,Manakondur,20-01-2020,19.8,29.8
Karimnagar,Manakondur,21-01-2020,19.4,28.1
Karimnagar,Manakondur,22-01-2020,20.5,29.4
Karimnagar,Manakondur,23-01-2020,18.4,30
Karimnagar,Manakondur,24-01-2020,18.5,30.9
Karimnagar,Manakondur,25-01-2020,18.2,30.9
Karimnagar,Manakondur,26-01-2020,18.4,31.7
Karimnagar,Manakondur,27-01-2020,17.3,31.5
Karimnagar,Manakondur,28-01-2020,20.6,32.1
Karimnagar,Manakondur,29-01-2020,20.2,32.5
Karimnagar,Manakondur,30-01-2020,18.7,31.1
Karimnagar,Manakondur,31-01-2020,16.5,29
Karimnagar,Manakondur,01-02-2020,19.6,28.6
Karimnagar,Manakondur,02-02-2020,18.8,30.3
Karimnagar,Manakondur,03-02-2020,20.6,29.5
Karimnagar,Manakondur,04-02-2020,21.1,30.3
Karimnagar,Manakondur,05-02-2020,19.7,32.2
Karimnagar,Manakondur,06-02-2020,19.8,30.8
Karimnagar,Manakondur,07-02-2020,21.5,32.3
Karimnagar,Manakondur,08-02-2020,21.7,30.7
Karimnagar,Manakondur,09-02-2020,18,26.7
Karimnagar,Manakondur,10-02-2020,17.6,25.2
Karimnagar,Manakondur,11-02-2020,19.8,27.8
Karimnagar,Manakondur,12-02-2020,20.5,29.7
Karimnagar,Manakondur,13-02-2020,17.9,30.5
Karimnagar,Manakondur,14-02-2020,18.8,30.5
Karimnagar,Manakondur,15-02-2020,16.9,32.9
Karimnagar,Manakondur,16-02-2020,17.6,32.3
Karimnagar,Manakondur,17-02-2020,17.4,33.1
Karimnagar,Manakondur,18-02-2020,16.4,32.7
Karimnagar,Manakondur,19-02-2020,15.1,32.2
Karimnagar,Manakondur,20-02-2020,19.9,31.6
Karimnagar,Manakondur,21-02-2020,19.7,30.7
Karimnagar,Manakondur,22-02-2020,18,30.6
Karimnagar,Manakondur,23-02-2020,18.6,31.4
Karimnagar,Manakondur,24-02-2020,19.7,32.2
Karimnagar,Manakondur,25-02-2020,20.6,32.5
Karimnagar,Manakondur,26-02-2020,18.8,31.6
Karimnagar,Manakondur,27-02-2020,15.7,30.2
Karimnagar,Manakondur,28-02-2020,16.3,31.6
Karimnagar,Manakondur,29-02-2020,19.3,31.7
Karimnagar,Manakondur,01-03-2020,20.6,31.2
Karimnagar,Manakondur,02-03-2020,22,30.8
Karimnagar,Manakondur,03-03-2020,20.4,31.8
Karimnagar,Manakondur,04-03-2020,22.2,33.1
Karimnagar,Manakondur,05-03-2020,21,35.3
Karimnagar,Manakondur,06-03-2020,23.1,31.7
Karimnagar,Manakondur,07-03-2020,23.5,32.6
Karimnagar,Manakondur,08-03-2020,22.2,30.6
Karimnagar,Manakondur,09-03-2020,22.3,32
Karimnagar,Manakondur,10-03-2020,21.8,30.9
Karimnagar,Manakondur,11-03-2020,22.3,32.9
Karimnagar,Manakondur,12-03-2020,22.1,32.4
Karimnagar,Manakondur,13-03-2020,22.4,30.6
Karimnagar,Manakondur,14-03-2020,21,32.8
Karimnagar,Manakondur,15-03-2020,21.7,31.7
Karimnagar,Manakondur,16-03-2020,21.9,31.5
Karimnagar,Manakondur,17-03-2020,22.1,33.1
Karimnagar,Manakondur,18-03-2020,21.7,33.7
Karimnagar,Manakondur,19-03-2020,22.3,32.8
Karimnagar,Manakondur,20-03-2020,20.9,34.3
Karimnagar,Manakondur,21-03-2020,21.7,33.9
Karimnagar,Manakondur,22-03-2020,21.9,33.8
Karimnagar,Manakondur,23-03-2020,21.7,34
Karimnagar,Manakondur,24-03-2020,21.8,34
Karimnagar,Manakondur,25-03-2020,22.6,33.7
Karimnagar,Manakondur,26-03-2020,22.7,34.2
Karimnagar,Manakondur,27-03-2020,23.6,34.4
Karimnagar,Manakondur,28-03-2020,21.9,36.5
Karimnagar,Manakondur,29-03-2020,22.4,36.2
Karimnagar,Manakondur,30-03-2020,21.9,36.6
Karimnagar,Manakondur,31-03-2020,23.7,34.5
Karimnagar,Thimmapur,01-01-2020,19.4,26.9
Karimnagar,Thimmapur,02-01-2020,21.5,30.1
Karimnagar,Thimmapur,03-01-2020,22.1,29.8
Karimnagar,Thimmapur,04-01-2020,20,24.6
Karimnagar,Thimmapur,05-01-2020,18.1,25.3
Karimnagar,Thimmapur,06-01-2020,16.4,26.1
Karimnagar,Thimmapur,07-01-2020,19.2,27.7
Karimnagar,Thimmapur,08-01-2020,21.2,29.3
Karimnagar,Thimmapur,09-01-2020,20.5,29.5
Karimnagar,Thimmapur,10-01-2020,18.3,30
Karimnagar,Thimmapur,11-01-2020,15.8,26.2
Karimnagar,Thimmapur,12-01-2020,14.2,27.8
Karimnagar,Thimmapur,13-01-2020,13,27.9
Karimnagar,Thimmapur,14-01-2020,14.9,29.8
Karimnagar,Thimmapur,15-01-2020,17.3,29.3
Karimnagar,Thimmapur,16-01-2020,17,29.1
Karimnagar,Thimmapur,17-01-2020,19.2,29.6
Karimnagar,Thimmapur,18-01-2020,20.2,29.3
Karimnagar,Thimmapur,19-01-2020,18.9,28.9
Karimnagar,Thimmapur,20-01-2020,20.1,29.8
Karimnagar,Thimmapur,21-01-2020,19.2,29.8
Karimnagar,Thimmapur,22-01-2020,19.9,29.9
Karimnagar,Thimmapur,23-01-2020,17.5,30.7
Karimnagar,Thimmapur,24-01-2020,17.4,31
Karimnagar,Thimmapur,25-01-2020,17.3,30.6
Karimnagar,Thimmapur,26-01-2020,18.1,31.8
Karimnagar,Thimmapur,27-01-2020,16.9,31.5
Karimnagar,Thimmapur,28-01-2020,20.3,33.4
Karimnagar,Thimmapur,29-01-2020,19.7,33.1
Karimnagar,Thimmapur,30-01-2020,18.2,30.5
Karimnagar,Thimmapur,31-01-2020,16.3,29
Karimnagar,Thimmapur,01-02-2020,19.7,28.6
Karimnagar,Thimmapur,02-02-2020,18.8,30.6
Karimnagar,Thimmapur,03-02-2020,20,30.2
Karimnagar,Thimmapur,04-02-2020,20.9,30.3
Karimnagar,Thimmapur,05-02-2020,19.7,33.1
Karimnagar,Thimmapur,06-02-2020,19.7,31.9
Karimnagar,Thimmapur,07-02-2020,21.6,33.6
Karimnagar,Thimmapur,08-02-2020,22.3,31.2
Karimnagar,Thimmapur,09-02-2020,17.9,26.4
Karimnagar,Thimmapur,10-02-2020,17.9,24.7
Karimnagar,Thimmapur,11-02-2020,20.3,28
Karimnagar,Thimmapur,12-02-2020,20.9,29.6
Karimnagar,Thimmapur,13-02-2020,17.3,30.5
Karimnagar,Thimmapur,14-02-2020,17.5,30.4
Karimnagar,Thimmapur,15-02-2020,16.4,33.6
Karimnagar,Thimmapur,16-02-2020,17.3,31.9
Karimnagar,Thimmapur,17-02-2020,16.9,32.8
Karimnagar,Thimmapur,18-02-2020,15.4,32.7
Karimnagar,Thimmapur,19-02-2020,15.1,32.7
Karimnagar,Thimmapur,20-02-2020,19.7,32.7
Karimnagar,Thimmapur,21-02-2020,19.7,31.3
Karimnagar,Thimmapur,22-02-2020,17,31.6
Karimnagar,Thimmapur,23-02-2020,17.5,32.6
Karimnagar,Thimmapur,24-02-2020,19.7,32.8
Karimnagar,Thimmapur,25-02-2020,20.8,34.1
Karimnagar,Thimmapur,26-02-2020,19.2,31.7
Karimnagar,Thimmapur,27-02-2020,16.7,30.5
Karimnagar,Thimmapur,28-02-2020,17,31.5
Karimnagar,Thimmapur,29-02-2020,19.4,31.7
Karimnagar,Thimmapur,01-03-2020,20.1,32.1
Karimnagar,Thimmapur,02-03-2020,22.1,31.9
Karimnagar,Thimmapur,03-03-2020,20.2,32.8
Karimnagar,Thimmapur,04-03-2020,22.1,34.4
Karimnagar,Thimmapur,05-03-2020,20.6,35.2
Karimnagar,Thimmapur,06-03-2020,22.8,32.1
Karimnagar,Thimmapur,07-03-2020,23.8,33.6
Karimnagar,Thimmapur,08-03-2020,22.5,31.1
Karimnagar,Thimmapur,09-03-2020,23.3,32.8
Karimnagar,Thimmapur,10-03-2020,21.5,30.6
Karimnagar,Thimmapur,11-03-2020,22.5,34.1
Karimnagar,Thimmapur,12-03-2020,22.1,33.5
Karimnagar,Thimmapur,13-03-2020,22.5,31.7
Karimnagar,Thimmapur,14-03-2020,20.5,34.8
Karimnagar,Thimmapur,15-03-2020,21.7,33.3
Karimnagar,Thimmapur,16-03-2020,21.5,32.9
Karimnagar,Thimmapur,17-03-2020,21.8,33.9
