district,Mandal,Date,temp_min ,temp_max 
Adilabad,Bheempoor,01-01-2020,16.4,25.8
Adilabad,Bheempoor,02-01-2020,17.1,27.7
Adilabad,Bheempoor,03-01-2020,16.9,22.2
Adilabad,Bheempoor,04-01-2020,15.1,23
Adilabad,Bheempoor,05-01-2020,13.2,25.7
Adilabad,Bheempoor,06-01-2020,10.2,26.4
Adilabad,Bheempoor,07-01-2020,14.3,28
Adilabad,Bheempoor,08-01-2020,18.8,28.5
Adilabad,Bheempoor,09-01-2020,20,29.8
Adilabad,Bheempoor,10-01-2020,11.5,24.3
Adilabad,Bheempoor,11-01-2020,9.3,24.4
Adilabad,Bheempoor,12-01-2020,8,25.1
Adilabad,Bheempoor,13-01-2020,8.3,26.9
Adilabad,Bheempoor,14-01-2020,11,29.5
Adilabad,Bheempoor,15-01-2020,14.2,30.3
Adilabad,Bheempoor,16-01-2020,15.5,31
Adilabad,Bheempoor,17-01-2020,17.3,30.5
Adilabad,Bheempoor,18-01-2020,15.6,28.2
Adilabad,Bheempoor,19-01-2020,15.7,29.9
Adilabad,Bheempoor,20-01-2020,16.3,29.9
Adilabad,Bheempoor,21-01-2020,14.6,28.2
Adilabad,Bheempoor,22-01-2020,17,31.8
Adilabad,Bheempoor,23-01-2020,15.4,31.5
Adilabad,Bheempoor,24-01-2020,15.4,32.7
Adilabad,Bheempoor,25-01-2020,14.9,31
Adilabad,Bheempoor,26-01-2020,14,31.6
Adilabad,Bheempoor,27-01-2020,12.5,30.6
Adilabad,Bheempoor,28-01-2020,20.5,34.6
Adilabad,Bheempoor,29-01-2020,17,32.4
Adilabad,Bheempoor,30-01-2020,13.1,30.3
Adilabad,Bheempoor,31-01-2020,9.7,29.2
Adilabad,Bheempoor,01-02-2020,14.8,29.2
Adilabad,Bheempoor,02-02-2020,14.7,29.1
Adilabad,Bheempoor,03-02-2020,18.5,28.6
Adilabad,Bheempoor,04-02-2020,16.9,31.1
Adilabad,Bheempoor,05-02-2020,18.4,32.1
Adilabad,Bheempoor,06-02-2020,16.6,29.6
Adilabad,Bheempoor,07-02-2020,16.7,31.5
Adilabad,Bheempoor,08-02-2020,19.3,30.1
Adilabad,Bheempoor,09-02-2020,15.3,24.8
Adilabad,Bheempoor,10-02-2020,12.7,27.6
Adilabad,Bheempoor,11-02-2020,14,29
Adilabad,Bheempoor,12-02-2020,15.2,31.4
Adilabad,Bheempoor,13-02-2020,12.4,31.5
Adilabad,Bheempoor,14-02-2020,14.5,32.9
Adilabad,Bheempoor,15-02-2020,12.5,34
Adilabad,Bheempoor,16-02-2020,12.5,33.4
Adilabad,Bheempoor,17-02-2020,11.7,34.1
Adilabad,Bheempoor,18-02-2020,8.8,33.9
Adilabad,Bheempoor,19-02-2020,9.6,33.9
Adilabad,Bheempoor,20-02-2020,15.5,34.7
Adilabad,Bheempoor,21-02-2020,18.4,33.8
Adilabad,Bheempoor,22-02-2020,16.5,32.7
Adilabad,Bheempoor,23-02-2020,18.7,34.4
Adilabad,Bheempoor,24-02-2020,18.2,34.7
Adilabad,Bheempoor,25-02-2020,17.9,35.4
Adilabad,Bheempoor,26-02-2020,11.4,31.6
Adilabad,Bheempoor,27-02-2020,10.5,32.1
Adilabad,Bheempoor,28-02-2020,12.5,33.5
Adilabad,Bheempoor,29-02-2020,13.3,34.8
Adilabad,Bheempoor,01-03-2020,17.2,35
Adilabad,Bheempoor,02-03-2020,18.8,34.5
Adilabad,Bheempoor,03-03-2020,19.6,34.8
Adilabad,Bheempoor,04-03-2020,15.6,35.4
Adilabad,Bheempoor,05-03-2020,13.9,35
Adilabad,Bheempoor,06-03-2020,17.1,34.1
Adilabad,Bheempoor,07-03-2020,16.5,34.6
Adilabad,Bheempoor,08-03-2020,16.7,32.6
Adilabad,Bheempoor,09-03-2020,22,33.1
Adilabad,Bheempoor,10-03-2020,20.9,33.5
Adilabad,Bheempoor,11-03-2020,23.8,36.2
Adilabad,Bheempoor,12-03-2020,22.3,35.1
Adilabad,Bheempoor,13-03-2020,22.8,35.3
Adilabad,Bheempoor,14-03-2020,21.9,34.1
Adilabad,Bheempoor,15-03-2020,18.4,33.2
Adilabad,Bheempoor,16-03-2020,20.5,34.4
Adilabad,Bheempoor,17-03-2020,21.9,35
Adilabad,Bheempoor,18-03-2020,21.2,37.4
Adilabad,Bheempoor,19-03-2020,21.3,36.4
Adilabad,Bheempoor,20-03-2020,19.8,38
Adilabad,Bheempoor,21-03-2020,18.5,37.5
Adilabad,Bheempoor,22-03-2020,15,35.9
Adilabad,Bheempoor,23-03-2020,18.1,36.8
Adilabad,Bheempoor,24-03-2020,21.3,37.9
Adilabad,Bheempoor,25-03-2020,21.1,38
Adilabad,Bheempoor,26-03-2020,22.1,37.4
Adilabad,Bheempoor,27-03-2020,21,37.8
Adilabad,Bheempoor,28-03-2020,23.2,38.4
Adilabad,Bheempoor,29-03-2020,22.5,38
Adilabad,Bheempoor,30-03-2020,20.2,37.3
Adilabad,Bheempoor,31-03-2020,21.7,37.8
Adilabad,Jainad,01-01-2020,16.5,25.9
Adilabad,Jainad,02-01-2020,16.9,26.5
Adilabad,Jainad,03-01-2020,16.9,22.5
Adilabad,Jainad,04-01-2020,15.9,21.6
Adilabad,Jainad,05-01-2020,14.7,25
Adilabad,Jainad,06-01-2020,10.6,25.4
Adilabad,Jainad,07-01-2020,14.3,27
Adilabad,Jainad,08-01-2020,18.8,28.8
Adilabad,Jainad,09-01-2020,19.7,30.2
Adilabad,Jainad,10-01-2020,12,24.6
Adilabad,Jainad,11-01-2020,9.2,24.7
Adilabad,Jainad,12-01-2020,8.1,25.6
Adilabad,Jainad,13-01-2020,8.6,27.3
Adilabad,Jainad,14-01-2020,11.5,29.9
Adilabad,Jainad,15-01-2020,14.4,30.7
Adilabad,Jainad,16-01-2020,15.7,31.5
Adilabad,Jainad,17-01-2020,17.6,30.2
Adilabad,Jainad,18-01-2020,16.8,28.9
Adilabad,Jainad,19-01-2020,16.5,30.3
Adilabad,Jainad,20-01-2020,14.9,30.3
Adilabad,Jainad,21-01-2020,15.3,27.5
Adilabad,Jainad,22-01-2020,17.5,32.1
Adilabad,Jainad,23-01-2020,16.3,32.1
Adilabad,Jainad,24-01-2020,15.8,31.9
Adilabad,Jainad,25-01-2020,15.1,30.5
Adilabad,Jainad,26-01-2020,14.5,32.3
Adilabad,Jainad,27-01-2020,12.4,31
Adilabad,Jainad,28-01-2020,20.8,34.5
Adilabad,Jainad,29-01-2020,17.2,31.7
Adilabad,Jainad,30-01-2020,13.8,31
Adilabad,Jainad,31-01-2020,11.2,28.8
Adilabad,Jainad,01-02-2020,15.1,28.1
Adilabad,Jainad,02-02-2020,15.7,28.3
Adilabad,Jainad,03-02-2020,18.6,27.9
Adilabad,Jainad,04-02-2020,17.7,30.2
Adilabad,Jainad,05-02-2020,20.1,32.2
Adilabad,Jainad,06-02-2020,17.4,29.8
Adilabad,Jainad,07-02-2020,17.3,31.1
Adilabad,Jainad,08-02-2020,19.3,29.4
Adilabad,Jainad,09-02-2020,16.2,23.3
Adilabad,Jainad,10-02-2020,14.4,26.2
Adilabad,Jainad,11-02-2020,16.1,28.9
Adilabad,Jainad,12-02-2020,16.3,30.4
Adilabad,Jainad,13-02-2020,14.2,31.3
Adilabad,Jainad,14-02-2020,16.4,32.2
Adilabad,Jainad,15-02-2020,15.1,33.9
Adilabad,Jainad,16-02-2020,14.9,33.5
Adilabad,Jainad,17-02-2020,13.9,32.7
Adilabad,Jainad,18-02-2020,11.4,32.7
Adilabad,Jainad,19-02-2020,12.1,33.5
Adilabad,Jainad,20-02-2020,17.6,34.2
Adilabad,Jainad,21-02-2020,17.8,33.7
Adilabad,Jainad,22-02-2020,18.4,33.2
Adilabad,Jainad,23-02-2020,19.7,34.4
Adilabad,Jainad,24-02-2020,20.8,35.3
Adilabad,Jainad,25-02-2020,18,35.4
Adilabad,Jainad,26-02-2020,13.1,32
Adilabad,Jainad,27-02-2020,11.9,32.1
Adilabad,Jainad,28-02-2020,13.7,33.5
Adilabad,Jainad,29-02-2020,14.6,34.1
Adilabad,Jainad,01-03-2020,16.8,35.3
Adilabad,Jainad,02-03-2020,19.6,34.4
Adilabad,Jainad,03-03-2020,20.3,35.9
Adilabad,Jainad,04-03-2020,18.5,35.4
Adilabad,Jainad,05-03-2020,15.4,35.5
Adilabad,Jainad,06-03-2020,20.4,34.8
Adilabad,Jainad,07-03-2020,20,33.9
Adilabad,Jainad,08-03-2020,20.7,34.5
Adilabad,Jainad,09-03-2020,22.2,32.9
Adilabad,Jainad,10-03-2020,21.3,32.9
Adilabad,Jainad,11-03-2020,24,35.9
Adilabad,Jainad,12-03-2020,21.8,35.4
Adilabad,Jainad,13-03-2020,23.3,36.3
Adilabad,Jainad,14-03-2020,22.4,34.2
Adilabad,Jainad,15-03-2020,20.5,33.5
Adilabad,Jainad,16-03-2020,21.2,34.6
Adilabad,Jainad,17-03-2020,20.8,35.6
Adilabad,Jainad,18-03-2020,21,36.9
Adilabad,Jainad,19-03-2020,21.2,35.9
Adilabad,Jainad,20-03-2020,20,38
Adilabad,Jainad,21-03-2020,19.4,37.2
Adilabad,Jainad,22-03-2020,15.9,36.3
Adilabad,Jainad,23-03-2020,18.8,36.9
Adilabad,Jainad,24-03-2020,22.8,37.5
Adilabad,Jainad,25-03-2020,22.3,37.8
Adilabad,Jainad,26-03-2020,21.8,37.4
Adilabad,Jainad,27-03-2020,21.8,37.7
Adilabad,Jainad,28-03-2020,22.9,38.8
Adilabad,Jainad,29-03-2020,22.3,37.7
Adilabad,Jainad,30-03-2020,22.2,37.7
Adilabad,Jainad,31-03-2020,22.3,38
Adilabad,Bela,01-01-2020,16.5,25.9
Adilabad,Bela,02-01-2020,16.8,27.2
Adilabad,Bela,03-01-2020,17.3,23.3
Adilabad,Bela,04-01-2020,16.2,21.1
Adilabad,Bela,05-01-2020,14.7,25.6
Adilabad,Bela,06-01-2020,11.2,25.6
Adilabad,Bela,07-01-2020,14.8,27.5
Adilabad,Bela,08-01-2020,19.3,29.2
Adilabad,Bela,09-01-2020,20,29.5
Adilabad,Bela,10-01-2020,10.8,23.1
Adilabad,Bela,11-01-2020,8.4,23.9
Adilabad,Bela,12-01-2020,7.8,26.3
Adilabad,Bela,13-01-2020,8.8,27.2
Adilabad,Bela,14-01-2020,11.8,29.5
Adilabad,Bela,15-01-2020,13.8,30.9
Adilabad,Bela,16-01-2020,14.4,31.4
Adilabad,Bela,17-01-2020,17.4,29.8
Adilabad,Bela,18-01-2020,17.5,29.6
Adilabad,Bela,19-01-2020,15.8,29.7
Adilabad,Bela,20-01-2020,15.2,29.9
Adilabad,Bela,21-01-2020,15,27.5
Adilabad,Bela,22-01-2020,18.3,31.6
Adilabad,Bela,23-01-2020,15.9,32
Adilabad,Bela,24-01-2020,15.7,32.2
Adilabad,Bela,25-01-2020,14.6,30.8
Adilabad,Bela,26-01-2020,14.3,31.6
Adilabad,Bela,27-01-2020,11.6,30.8
Adilabad,Bela,28-01-2020,20.7,34
Adilabad,Bela,29-01-2020,16.4,31.6
Adilabad,Bela,30-01-2020,13,30.1
Adilabad,Bela,31-01-2020,10.9,28.3
Adilabad,Bela,01-02-2020,15.7,27.9
Adilabad,Bela,02-02-2020,16.5,27.8
Adilabad,Bela,03-02-2020,18.5,28.2
Adilabad,Bela,04-02-2020,17.7,29.5
Adilabad,Bela,05-02-2020,19.8,31.5
Adilabad,Bela,06-02-2020,16.9,29.6
Adilabad,Bela,07-02-2020,16.6,31.5
Adilabad,Bela,08-02-2020,19.1,29.3
Adilabad,Bela,09-02-2020,16.3,23.6
Adilabad,Bela,10-02-2020,13,26
Adilabad,Bela,11-02-2020,14.9,29.2
Adilabad,Bela,12-02-2020,15,30.1
Adilabad,Bela,13-02-2020,12.7,31.3
Adilabad,Bela,14-02-2020,14.3,31.9
Adilabad,Bela,15-02-2020,13.4,33.5
Adilabad,Bela,16-02-2020,13.8,32
Adilabad,Bela,17-02-2020,12.3,33.4
Adilabad,Bela,18-02-2020,9.3,33.1
Adilabad,Bela,19-02-2020,10,33.2
Adilabad,Bela,20-02-2020,17.5,34.4
Adilabad,Bela,21-02-2020,19.5,34.1
Adilabad,Bela,22-02-2020,17.9,33.3
Adilabad,Bela,23-02-2020,20.6,33.8
Adilabad,Bela,24-02-2020,23.1,35.4
Adilabad,Bela,25-02-2020,19,34.8
Adilabad,Bela,26-02-2020,12.6,31.5
Adilabad,Bela,27-02-2020,12.9,31.8
Adilabad,Bela,28-02-2020,13,32.8
Adilabad,Bela,29-02-2020,14.3,34.1
Adilabad,Bela,01-03-2020,16.6,34.7
Adilabad,Bela,02-03-2020,19.6,34.2
Adilabad,Bela,03-03-2020,21.3,35.3
Adilabad,Bela,04-03-2020,18,35.2
Adilabad,Bela,05-03-2020,14.8,35.8
Adilabad,Bela,06-03-2020,20.9,34.3
Adilabad,Bela,07-03-2020,20,33.7
Adilabad,Bela,08-03-2020,21.3,33.7
Adilabad,Bela,09-03-2020,21.9,33.4
Adilabad,Bela,10-03-2020,21.7,32.7
Adilabad,Bela,11-03-2020,24.1,36
Adilabad,Bela,12-03-2020,21.8,35.9
Adilabad,Bela,13-03-2020,23.9,35.9
Adilabad,Bela,14-03-2020,22,32.9
Adilabad,Bela,15-03-2020,21.4,32.2
Adilabad,Bela,16-03-2020,21.1,34.1
Adilabad,Bela,17-03-2020,20.6,35.4
Adilabad,Bela,18-03-2020,20.9,35.7
Adilabad,Bela,19-03-2020,21.1,35.4
Adilabad,Bela,20-03-2020,19.7,37.4
Adilabad,Bela,21-03-2020,19.6,36.9
Adilabad,Bela,22-03-2020,16.5,35.6
Adilabad,Bela,23-03-2020,18,36.5
Adilabad,Bela,24-03-2020,22.4,37.6
Adilabad,Bela,25-03-2020,21.7,37.7
Adilabad,Bela,26-03-2020,21.7,37.2
Adilabad,Bela,27-03-2020,21.8,37.5
Adilabad,Bela,28-03-2020,22.9,38.1
Adilabad,Bela,29-03-2020,22.3,37.4
Adilabad,Bela,30-03-2020,21.9,37.6
Adilabad,Bela,31-03-2020,21.9,37.8
Adilabad,Gadiguda,01-01-2020,17.6,27.7
Adilabad,Gadiguda,02-01-2020,18.1,30.4
Adilabad,Gadiguda,03-01-2020,17.3,27.5
Adilabad,Gadiguda,04-01-2020,16.5,23
Adilabad,Gadiguda,05-01-2020,14.7,24.8
Adilabad,Gadiguda,06-01-2020,12.2,25.8
Adilabad,Gadiguda,07-01-2020,15.3,27.5
Adilabad,Gadiguda,08-01-2020,19.2,29.5
Adilabad,Gadiguda,09-01-2020,20,29.2
Adilabad,Gadiguda,10-01-2020,10.8,22.2
Adilabad,Gadiguda,11-01-2020,8.4,23.9
Adilabad,Gadiguda,12-01-2020,7.8,26.3
Adilabad,Gadiguda,13-01-2020,11.5,26.1
Adilabad,Gadiguda,14-01-2020,14.1,29.4
Adilabad,Gadiguda,15-01-2020,13.8,30.9
Adilabad,Gadiguda,16-01-2020,14.4,31.4
Adilabad,Gadiguda,17-01-2020,15.8,29.8
Adilabad,Gadiguda,18-01-2020,16.8,29.5
Adilabad,Gadiguda,19-01-2020,15.5,30.3
Adilabad,Gadiguda,20-01-2020,14.3,30.4
Adilabad,Gadiguda,21-01-2020,15.2,26.7
Adilabad,Gadiguda,22-01-2020,16.6,32.2
Adilabad,Gadiguda,23-01-2020,15.6,31.8
Adilabad,Gadiguda,24-01-2020,14.8,32.4
Adilabad,Gadiguda,25-01-2020,14.7,30.9
Adilabad,Gadiguda,26-01-2020,14.7,30.5
Adilabad,Gadiguda,27-01-2020,11.8,30.1
Adilabad,Gadiguda,28-01-2020,18,35.1
Adilabad,Gadiguda,29-01-2020,15.1,32.2
Adilabad,Gadiguda,30-01-2020,12.9,29
Adilabad,Gadiguda,31-01-2020,10.1,27.9
Adilabad,Gadiguda,01-02-2020,15.6,29.3
Adilabad,Gadiguda,02-02-2020,16.1,27.5
Adilabad,Gadiguda,03-02-2020,18.2,28.7
Adilabad,Gadiguda,04-02-2020,17.4,30.4
Adilabad,Gadiguda,05-02-2020,20.1,32.8
Adilabad,Gadiguda,06-02-2020,15.9,29.6
Adilabad,Gadiguda,07-02-2020,16.1,32.5
Adilabad,Gadiguda,08-02-2020,17.8,31.5
Adilabad,Gadiguda,09-02-2020,16.3,21.6
Adilabad,Gadiguda,10-02-2020,12.9,26.2
Adilabad,Gadiguda,11-02-2020,14.3,29
Adilabad,Gadiguda,12-02-2020,14.5,30
Adilabad,Gadiguda,13-02-2020,12.3,31.3
Adilabad,Gadiguda,14-02-2020,13.7,31.9
Adilabad,Gadiguda,15-02-2020,12.9,32.8
Adilabad,Gadiguda,16-02-2020,13.5,32
Adilabad,Gadiguda,17-02-2020,11.9,33.7
Adilabad,Gadiguda,18-02-2020,8.8,33.4
Adilabad,Gadiguda,19-02-2020,9.5,32.5
Adilabad,Gadiguda,20-02-2020,17.5,34.4
Adilabad,Gadiguda,21-02-2020,19.8,34.1
Adilabad,Gadiguda,22-02-2020,18.2,33.2
Adilabad,Gadiguda,23-02-2020,20.8,33.6
Adilabad,Gadiguda,24-02-2020,23.5,35.8
Adilabad,Gadiguda,25-02-2020,19.2,34.9
Adilabad,Gadiguda,26-02-2020,12.3,31.3
Adilabad,Gadiguda,27-02-2020,16.6,32.1
Adilabad,Gadiguda,28-02-2020,12.5,33
Adilabad,Gadiguda,29-02-2020,14,34.4
Adilabad,Gadiguda,01-03-2020,16.4,35.1
Adilabad,Gadiguda,02-03-2020,19.4,34.4
Adilabad,Gadiguda,03-03-2020,21.1,35.3
Adilabad,Gadiguda,04-03-2020,17.5,35.6
Adilabad,Gadiguda,05-03-2020,14.5,36.3
Adilabad,Gadiguda,06-03-2020,21.3,34.3
Adilabad,Gadiguda,07-03-2020,20,34
Adilabad,Gadiguda,08-03-2020,21.3,34.1
Adilabad,Gadiguda,09-03-2020,21.7,33.7
Adilabad,Gadiguda,10-03-2020,21.7,33.2
Adilabad,Gadiguda,11-03-2020,24,36.4
Adilabad,Gadiguda,12-03-2020,21.7,36.3
Adilabad,Gadiguda,13-03-2020,23.9,35.9
Adilabad,Gadiguda,14-03-2020,21.8,33
Adilabad,Gadiguda,15-03-2020,21.6,32.5
Adilabad,Gadiguda,16-03-2020,20.9,34.2
Adilabad,Gadiguda,17-03-2020,20.5,35.9
Adilabad,Gadiguda,18-03-2020,20.7,35.8
Adilabad,Gadiguda,19-03-2020,21,35.5
Adilabad,Gadiguda,20-03-2020,19.4,37.4
Adilabad,Gadiguda,21-03-2020,19.6,37.2
Adilabad,Gadiguda,22-03-2020,16.4,35.7
Adilabad,Gadiguda,23-03-2020,17.7,36.7
Adilabad,Gadiguda,24-03-2020,22.4,37.8
Adilabad,Gadiguda,25-03-2020,21.7,37.9
Adilabad,Gadiguda,26-03-2020,21.5,37.3
Adilabad,Gadiguda,27-03-2020,21.6,37.8
Adilabad,Gadiguda,28-03-2020,22.9,38.2
Adilabad,Gadiguda,29-03-2020,22.3,37.5
Adilabad,Gadiguda,30-03-2020,21.6,37.8
Adilabad,Gadiguda,31-03-2020,21.6,37.9
Adilabad,Narnoor,01-01-2020,19.4,25.3
Adilabad,Narnoor,02-01-2020,19.4,27.6
Adilabad,Narnoor,03-01-2020,16.1,26.9
Adilabad,Narnoor,04-01-2020,15.5,19.1
Adilabad,Narnoor,05-01-2020,14.7,22.9
Adilabad,Narnoor,06-01-2020,13.2,24.3
Adilabad,Narnoor,07-01-2020,16.3,27.6
Adilabad,Narnoor,08-01-2020,20.7,26.6
Adilabad,Narnoor,09-01-2020,19.9,26.8
Adilabad,Narnoor,10-01-2020,11.8,22.1
Adilabad,Narnoor,11-01-2020,10.1,23.9
Adilabad,Narnoor,12-01-2020,10.6,26
Adilabad,Narnoor,13-01-2020,11.5,26.1
Adilabad,Narnoor,14-01-2020,14.1,29.4
Adilabad,Narnoor,15-01-2020,15.7,29.7
Adilabad,Narnoor,16-01-2020,16.3,29.1
Adilabad,Narnoor,17-01-2020,18.2,27.5
Adilabad,Narnoor,18-01-2020,17.5,27.9
Adilabad,Narnoor,19-01-2020,17.4,28.6
Adilabad,Narnoor,20-01-2020,15.1,28.6
Adilabad,Narnoor,21-01-2020,16.2,25.7
Adilabad,Narnoor,22-01-2020,18.1,30
Adilabad,Narnoor,23-01-2020,17.5,28.1
Adilabad,Narnoor,24-01-2020,15.9,30
Adilabad,Narnoor,25-01-2020,15.9,30
Adilabad,Narnoor,26-01-2020,15.8,29.8
Adilabad,Narnoor,27-01-2020,13.8,29.8
Adilabad,Narnoor,28-01-2020,20.8,32.6
Adilabad,Narnoor,29-01-2020,16.8,30.5
Adilabad,Narnoor,30-01-2020,14.1,28.2
Adilabad,Narnoor,31-01-2020,11.7,27
Adilabad,Narnoor,01-02-2020,16.6,28.2
Adilabad,Narnoor,02-02-2020,16.4,27.4
Adilabad,Narnoor,03-02-2020,18.6,27.3
Adilabad,Narnoor,04-02-2020,19.3,28.8
Adilabad,Narnoor,05-02-2020,18.2,31
Adilabad,Narnoor,06-02-2020,17.6,29.7
Adilabad,Narnoor,07-02-2020,17.3,30.9
Adilabad,Narnoor,08-02-2020,18.1,30.4
Adilabad,Narnoor,09-02-2020,15.8,21.2
Adilabad,Narnoor,10-02-2020,14.6,25
Adilabad,Narnoor,11-02-2020,16.7,26.6
Adilabad,Narnoor,12-02-2020,18.1,28
Adilabad,Narnoor,13-02-2020,14.8,30.4
Adilabad,Narnoor,14-02-2020,16,30.8
Adilabad,Narnoor,15-02-2020,16.9,31.9
Adilabad,Narnoor,16-02-2020,16.8,32.6
Adilabad,Narnoor,17-02-2020,17.7,32.3
Adilabad,Narnoor,18-02-2020,16.1,32.4
Adilabad,Narnoor,19-02-2020,14.5,32.2
Adilabad,Narnoor,20-02-2020,18.5,32.1
Adilabad,Narnoor,21-02-2020,20.1,29.7
Adilabad,Narnoor,22-02-2020,19.2,29.1
Adilabad,Narnoor,23-02-2020,18.6,31.5
Adilabad,Narnoor,24-02-2020,20.4,31
Adilabad,Narnoor,25-02-2020,19.5,32.2
Adilabad,Narnoor,26-02-2020,16.7,30.5
Adilabad,Narnoor,27-02-2020,19.3,30.3
Adilabad,Narnoor,28-02-2020,16.5,31.1
Adilabad,Narnoor,29-02-2020,17.9,31.2
Adilabad,Narnoor,01-03-2020,19,31.4
Adilabad,Narnoor,02-03-2020,20.1,30.8
Adilabad,Narnoor,03-03-2020,21.1,31.5
Adilabad,Narnoor,04-03-2020,20.3,33.5
Adilabad,Narnoor,05-03-2020,17.3,33.4
Adilabad,Narnoor,06-03-2020,22.4,32.9
Adilabad,Narnoor,07-03-2020,22.5,31.2
Adilabad,Narnoor,08-03-2020,21.6,32.7
Adilabad,Narnoor,09-03-2020,21.2,31.9
Adilabad,Narnoor,10-03-2020,22.3,31.3
Adilabad,Narnoor,11-03-2020,22.8,33.2
Adilabad,Narnoor,12-03-2020,22,32
Adilabad,Narnoor,13-03-2020,22.6,30.8
Adilabad,Narnoor,14-03-2020,21.8,31.8
Adilabad,Narnoor,15-03-2020,21.2,31.4
Adilabad,Narnoor,16-03-2020,21.4,32.9
Adilabad,Narnoor,17-03-2020,21.5,33
Adilabad,Narnoor,18-03-2020,21.5,34.1
Adilabad,Narnoor,19-03-2020,22.2,34.3
Adilabad,Narnoor,20-03-2020,21.5,35.1
Adilabad,Narnoor,21-03-2020,22,35.3
Adilabad,Narnoor,22-03-2020,19.2,34.6
Adilabad,Narnoor,23-03-2020,21.5,35.6
Adilabad,Narnoor,24-03-2020,22.4,35.1
Adilabad,Narnoor,25-03-2020,22,35.2
Adilabad,Narnoor,26-03-2020,20.9,34.6
Adilabad,Narnoor,27-03-2020,22.7,35.6
Adilabad,Narnoor,28-03-2020,22.9,36.5
Adilabad,Narnoor,29-03-2020,22.4,36.6
Adilabad,Narnoor,30-03-2020,21.5,35.9
Adilabad,Narnoor,31-03-2020,22.3,36.1
Adilabad,Inderavelly,01-01-2020,18.8,25.3
Adilabad,Inderavelly,02-01-2020,18.9,30
Adilabad,Inderavelly,03-01-2020,16.7,28.1
Adilabad,Inderavelly,04-01-2020,16.3,21.8
Adilabad,Inderavelly,05-01-2020,16.5,24.9
Adilabad,Inderavelly,06-01-2020,15,24.9
Adilabad,Inderavelly,07-01-2020,16.4,28.1
Adilabad,Inderavelly,08-01-2020,20.3,30.4
Adilabad,Inderavelly,09-01-2020,20.1,29.7
Adilabad,Inderavelly,10-01-2020,13.3,24.9
Adilabad,Inderavelly,11-01-2020,12.8,25
Adilabad,Inderavelly,12-01-2020,14.5,27.6
Adilabad,Inderavelly,13-01-2020,14.2,27.5
Adilabad,Inderavelly,14-01-2020,15,30.1
Adilabad,Inderavelly,15-01-2020,19.1,32.3
Adilabad,Inderavelly,16-01-2020,15.7,30.7
Adilabad,Inderavelly,17-01-2020,19.1,29.1
Adilabad,Inderavelly,18-01-2020,17.6,29.6
Adilabad,Inderavelly,19-01-2020,18.3,30.6
Adilabad,Inderavelly,20-01-2020,17,30.2
Adilabad,Inderavelly,21-01-2020,17.1,27.9
Adilabad,Inderavelly,22-01-2020,19.7,30.8
Adilabad,Inderavelly,23-01-2020,20.1,30.2
Adilabad,Inderavelly,24-01-2020,17.9,32.6
Adilabad,Inderavelly,25-01-2020,17.5,31.4
Adilabad,Inderavelly,26-01-2020,17.2,32.3
Adilabad,Inderavelly,27-01-2020,19.3,32.5
Adilabad,Inderavelly,28-01-2020,20.7,32.9
Adilabad,Inderavelly,29-01-2020,18.7,32.5
Adilabad,Inderavelly,30-01-2020,16.2,30.1
Adilabad,Inderavelly,31-01-2020,15.4,27.5
Adilabad,Inderavelly,01-02-2020,18,30.1
Adilabad,Inderavelly,02-02-2020,18.5,29.8
Adilabad,Inderavelly,03-02-2020,19.1,29.7
Adilabad,Inderavelly,04-02-2020,18.5,30.3
Adilabad,Inderavelly,05-02-2020,19.7,32.7
Adilabad,Inderavelly,06-02-2020,18.4,32.3
Adilabad,Inderavelly,07-02-2020,16.7,32.8
Adilabad,Inderavelly,08-02-2020,20.7,32.5
Adilabad,Inderavelly,09-02-2020,16.7,22.4
Adilabad,Inderavelly,10-02-2020,15.1,28.1
Adilabad,Inderavelly,11-02-2020,19.7,30.1
Adilabad,Inderavelly,12-02-2020,18.2,30.7
Adilabad,Inderavelly,13-02-2020,17.7,32.6
Adilabad,Inderavelly,14-02-2020,15.5,32.8
Adilabad,Inderavelly,15-02-2020,18,32.6
Adilabad,Inderavelly,16-02-2020,15.9,32.6
Adilabad,Inderavelly,17-02-2020,21.8,34.7
Adilabad,Inderavelly,18-02-2020,18,33.3
Adilabad,Inderavelly,19-02-2020,19.3,32.6
Adilabad,Inderavelly,20-02-2020,21.3,35.6
Adilabad,Inderavelly,21-02-2020,19.6,32.8
Adilabad,Inderavelly,22-02-2020,20.3,32.1
Adilabad,Inderavelly,23-02-2020,20.7,34.5
Adilabad,Inderavelly,24-02-2020,21.1,33.4
Adilabad,Inderavelly,25-02-2020,20.9,35.7
Adilabad,Inderavelly,26-02-2020,21.5,32.6
Adilabad,Inderavelly,27-02-2020,20,32.2
Adilabad,Inderavelly,28-02-2020,17.1,33
Adilabad,Inderavelly,29-02-2020,18.8,33.1
Adilabad,Inderavelly,01-03-2020,19.6,33.3
Adilabad,Inderavelly,02-03-2020,19.7,32.6
Adilabad,Inderavelly,03-03-2020,20.5,32.6
Adilabad,Inderavelly,04-03-2020,21.8,35.3
Adilabad,Inderavelly,05-03-2020,17.6,35
Adilabad,Inderavelly,06-03-2020,21.8,35.2
Adilabad,Inderavelly,07-03-2020,20.5,33.3
Adilabad,Inderavelly,08-03-2020,22.7,33.4
Adilabad,Inderavelly,09-03-2020,21.9,34.7
Adilabad,Inderavelly,10-03-2020,21.9,32.6
